Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
33657532;RelationshipAdoption_FGNameCallingBreakup2 [DIAL:030192B5];;[INFO:030192BC] ([G] in GRUP Topic Children of RelationshipAdoption_FGNameCallingBreakup2 [DIAL:030192B5]);;;BYOH_TIF__010192BC;Enough. <Alias.ShortName=Child1>, go to your room.
33657531;RelationshipAdoption_FGNameCallingBreakup2 [DIAL:030192B5];;[INFO:030192BB] ([G] in GRUP Topic Children of RelationshipAdoption_FGNameCallingBreakup2 [DIAL:030192B5]);;;BYOH_TIF__010192BB;Enough. <Alias.ShortName=Child2>, go to your room.
33657530;RelationshipAdoption_FGNameCallingBreakup2 [DIAL:030192B5];;[INFO:030192BA] ([G] in GRUP Topic Children of RelationshipAdoption_FGNameCallingBreakup2 [DIAL:030192B5]);;;BYOH_TIF__010192BA;Enough. <Alias.ShortName=Child1>, go to your room.
33657525;;RelationshipAdoption_FGNameCallingBreakup2 [DIAL:030192B5];;;BYOHRelationshipAdoption [QUST:030042B4];;
33657529;RelationshipAdoption_RehirePetsTopicTopic [DIAL:030192B4];;[INFO:030192B9] ([G]'(bark)' in GRUP Topic Children of RelationshipAdoption_RehirePetsTopicTopic [DIAL:030192B4]);;;BYOH_TIF__010192B9;C'mon boy, come with me.
33657524;;RelationshipAdoption_RehirePetsTopicTopic [DIAL:030192B4];;;BYOHRelationshipAdoption [QUST:030042B4];;
33656266;BYOHHouseBardBranchTopic "I'd like to make a request." [DIAL:03018DC7];;[INFO:03018DCA] ('Of course, anything you like!' in GRUP Topic Children of BYOHHouseBardBranchTopic "I'd like to make a request." [DIAL:03018DC7]);;;BYOH_TIF__01018DCA;
33656263;;BYOHHouseBardBranchTopic "I'd like to make a request." [DIAL:03018DC7];;I'd like to make a request.;BYOHHouseBuilding [QUST:0300305D];;
33656265;BYOHHouseBardInstrumental "How about some instrumental music?" [DIAL:03018DC6];;[INFO:03018DC9] ([G]'It would be my pleasure.' in GRUP Topic Children of BYOHHouseBardInstrumental "How about some instrumental music?" [DIAL:03018DC6]);;;BYOH_TIF__01018DC9;
33656262;;BYOHHouseBardInstrumental "How about some instrumental music?" [DIAL:03018DC6];;How about some instrumental music?;BYOHHouseBuilding [QUST:0300305D];;
33656264;BYOHHouseBardTakeABreak "Can you take a break?" [DIAL:03018DC5];;[INFO:03018DC8] ([G]'Your wish is my command, as always.' in GRUP Topic Children of BYOHHouseBardTakeABreak "Can you take a break?" [DIAL:03018DC5]);;;BYOH_TIF__01018DC8;
33656261;;BYOHHouseBardTakeABreak "Can you take a break?" [DIAL:03018DC5];;Can you take a break?;BYOHHouseBuilding [QUST:0300305D];;
33656287;BYOHHouseBardDismissTopic "I don't need your services any more." [DIAL:03018DC4];;[INFO:03018DDF] ([G]'I'm sorry to hear that. It was my honor to have you as a patron. Please let your steward know if you want to hire me again.' in GRUP Topic Children of BYOHHouseBardDismissTopic "I don't need your services any more." [DIAL:03018DC4]);;;BYOH_TIF__01018DDF;
33656260;;BYOHHouseBardDismissTopic "I don't need your services any more." [DIAL:03018DC4];;I don't need your services any more.;BYOHHouseBuilding [QUST:0300305D];;
33656277;BYOHHouseBardSwitchInstrument "I'd like you to play a different instrument." [DIAL:03018DC3];;[INFO:03018DD5] ('Certainly. I am trained in the three traditional bardic instruments: lute, drum, and flute. Which would you prefer?' in GRUP Topic Children of BYOHHouseBardSwitchInstrument "I'd like you to play a different instrument." [DIAL:03018DC3]);;;;
33656259;;BYOHHouseBardSwitchInstrument "I'd like you to play a different instrument." [DIAL:03018DC3];;I'd like you to play a different instrument.;BYOHHouseBuilding [QUST:0300305D];;
33656270;BYOHHouseBardSwitchInstrumentLute "Lute." [DIAL:03018DC2];;[INFO:03018DCE] ([G] in GRUP Topic Children of BYOHHouseBardSwitchInstrumentLute "Lute." [DIAL:03018DC2]);;;BYOH_TIF__01018DCE;
33656269;BYOHHouseBardSwitchInstrumentLute "Lute." [DIAL:03018DC2];;[INFO:03018DCD] ([G] in GRUP Topic Children of BYOHHouseBardSwitchInstrumentLute "Lute." [DIAL:03018DC2]);;;BYOH_TIF__01018DCD;
33656268;BYOHHouseBardSwitchInstrumentLute "Lute." [DIAL:03018DC2];;[INFO:03018DCC] ([G]'The most elegant of instruments. The pinnacle of the bardic art.' in GRUP Topic Children of BYOHHouseBardSwitchInstrumentLute "Lute." [DIAL:03018DC2]);;;BYOH_TIF__01018DCC;
33656258;;BYOHHouseBardSwitchInstrumentLute "Lute." [DIAL:03018DC2];;Lute.;BYOHHouseBuilding [QUST:0300305D];;
33656286;BYOHHouseBardSwitchInstrumentDrum "Drum." [DIAL:03018DC1];;[INFO:03018DDE] ([G] in GRUP Topic Children of BYOHHouseBardSwitchInstrumentDrum "Drum." [DIAL:03018DC1]);;;BYOH_TIF__01018DDE;
33656285;BYOHHouseBardSwitchInstrumentDrum "Drum." [DIAL:03018DC1];;[INFO:03018DDD] ([G] in GRUP Topic Children of BYOHHouseBardSwitchInstrumentDrum "Drum." [DIAL:03018DC1]);;;BYOH_TIF__01018DDD;
33656284;BYOHHouseBardSwitchInstrumentDrum "Drum." [DIAL:03018DC1];;[INFO:03018DDC] ([G]'Sit back and enjoy some classical drumming.' in GRUP Topic Children of BYOHHouseBardSwitchInstrumentDrum "Drum." [DIAL:03018DC1]);;;BYOH_TIF__01018DDC;
33656257;;BYOHHouseBardSwitchInstrumentDrum "Drum." [DIAL:03018DC1];;Drum.;BYOHHouseBuilding [QUST:0300305D];;
33656276;BYOHHouseBardSwitchInstrumentFlute "Flute." [DIAL:03018DC0];;[INFO:03018DD4] ([G] in GRUP Topic Children of BYOHHouseBardSwitchInstrumentFlute "Flute." [DIAL:03018DC0]);;;BYOH_TIF__01018DD4;
33656275;BYOHHouseBardSwitchInstrumentFlute "Flute." [DIAL:03018DC0];;[INFO:03018DD3] ([G] in GRUP Topic Children of BYOHHouseBardSwitchInstrumentFlute "Flute." [DIAL:03018DC0]);;;BYOH_TIF__01018DD3;
33656274;BYOHHouseBardSwitchInstrumentFlute "Flute." [DIAL:03018DC0];;[INFO:03018DD2] ([G]'You're a connoisseur, indeed. Not many appreciate the subtle beauty of the flute.' in GRUP Topic Children of BYOHHouseBardSwitchInstrumentFlute "Flute." [DIAL:03018DC0]);;;BYOH_TIF__01018DD2;
33656256;;BYOHHouseBardSwitchInstrumentFlute "Flute." [DIAL:03018DC0];;Flute.;BYOHHouseBuilding [QUST:0300305D];;
33656283;BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF];;[INFO:03018DDB] (in GRUP Topic Children of BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF]);;;;
33656282;BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF];;[INFO:03018DDA] (in GRUP Topic Children of BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF]);;;BYOH_TIF__01018DDA;
33656281;BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF];;[INFO:03018DD9] (in GRUP Topic Children of BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF]);;;;
33656280;BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF];;[INFO:03018DD8] (in GRUP Topic Children of BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF]);;;BYOH_TIF__01018DD8;
33656279;BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF];;[INFO:03018DD7] (in GRUP Topic Children of BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF]);;;;
33656278;BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF];;[INFO:03018DD6] (in GRUP Topic Children of BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF]);;;BYOH_TIF__01018DD6;
33656255;;BYOHHouseStewardUpgradeBard "Bard. (<Global=BYOHHPCostBard> gold)" [DIAL:03018DBF];;Bard. (<Global=BYOHHPCostBard> gold);BYOHHouseBuilding [QUST:0300305D];;
33656254;;[DIAL:03018DBE];;;BYOHHouseBuilding [QUST:0300305D];;
33557552;BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709];;[INFO:03000C30] ([SO] in GRUP Topic Children of BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709]);;;BYOH_TIF__01000C30;I got your letter about the land for sale. Is it still available?
33650446;BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709];;[INFO:0301770E] ('Yes, it is. It's in the southern part of the Pale, right on the border with Whiterun Hold. All the room in the world to build your own house.' in GRUP Topic Children of BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709]);;;BYOH_TIF__0101770E;Is that land you mentioned still available?
33650445;BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709];;[INFO:0301770D] ([SO]'Sorry, no houses for sale in Dawnstar right now. But... I could sell you land in the hold where you could build your own house.' in GRUP Topic Children of BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709]);;;BYOH_TIF__0101770D;
33650444;BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709];;[INFO:0301770C] ([SO]'Land? Ah, yes. The Heljarchen estate. I thought of you immediately when it became available.' in GRUP Topic Children of BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709]);;;BYOH_TIF__0101770C;I got your letter about the land for sale. Is it still available?
33557554;BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709];;[INFO:03000C32] (in GRUP Topic Children of BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709]);;;BYOH_TIF__01000C32;Is that land you mentioned still available?
33557553;BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709];;[INFO:03000C31] ([SO]'No, I'm sorry. But there is land, available to you for purchase.' in GRUP Topic Children of BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709]);;;BYOH_TIF__01000C31;
33650441;;BYOHHousePalePurchaseTopic "I'd like to purchase a house." [DIAL:03017709];;I'd like to purchase a house.;BYOHHousePale [QUST:03010BEE];;
33650443;BYOHHousePalePurchaseYes "I'll take it. (<Global=BYOHHPCost> gold)" [DIAL:03017708];;[INFO:0301770B] ('Wonderful. I'll sleep better knowing you're watching the southern marches. Here's the title to your steading.' in GRUP Topic Children of BYOHHousePalePurchaseYes "I'll take it. (<Global=BYOHHPCost> gold)" [DIAL:03017708]);;;BYOH_TIF__0101770B;
33557550;BYOHHousePalePurchaseYes "I'll take it. (<Global=BYOHHPCost> gold)" [DIAL:03017708];;[INFO:03000C2E] ('Then by my right as Jarl, I grant you a title to the land.' in GRUP Topic Children of BYOHHousePalePurchaseYes "I'll take it. (<Global=BYOHHPCost> gold)" [DIAL:03017708]);;;BYOH_TIF__01000C2E;
33650440;;BYOHHousePalePurchaseYes "I'll take it. (<Global=BYOHHPCost> gold)" [DIAL:03017708];;I'll take it. (<Global=BYOHHPCost> gold);BYOHHousePale [QUST:03010BEE];;
33650442;BYOHHousePalePurchaseNoMoney "I'm a bit short of money right now. (<Global=BYOHHPCost> gold)" [DIAL:03017707];;[INFO:0301770A] ('That's unfortunate. Maybe I misjudged you.' in GRUP Topic Children of BYOHHousePalePurchaseNoMoney "I'm a bit short of money right now. (<Global=BYOHHPCost> gold)" [DIAL:03017707]);;;;
33557549;BYOHHousePalePurchaseNoMoney "I'm a bit short of money right now. (<Global=BYOHHPCost> gold)" [DIAL:03017707];;[INFO:03000C2D] ('Then stop wasting my time.' in GRUP Topic Children of BYOHHousePalePurchaseNoMoney "I'm a bit short of money right now. (<Global=BYOHHPCost> gold)" [DIAL:03017707]);;;;
33650439;;BYOHHousePalePurchaseNoMoney "I'm a bit short of money right now. (<Global=BYOHHPCost> gold)" [DIAL:03017707];;I'm a bit short of money right now. (<Global=BYOHHPCost> gold);BYOHHousePale [QUST:03010BEE];;
33650448;BYOHHousePalePurchaseNotNow "I'll have to think about it." [DIAL:03017706];;[INFO:03017710] ('Hmph. Suit yourself. I can't promise someone else won't buy it in the meantime, though.' in GRUP Topic Children of BYOHHousePalePurchaseNotNow "I'll have to think about it." [DIAL:03017706]);;;;
33557551;BYOHHousePalePurchaseNotNow "I'll have to think about it." [DIAL:03017706];;[INFO:03000C2F] ('Hm. Well, if you change your mind, come see me again.' in GRUP Topic Children of BYOHHousePalePurchaseNotNow "I'll have to think about it." [DIAL:03017706]);;;;
33650438;;BYOHHousePalePurchaseNotNow "I'll have to think about it." [DIAL:03017706];;I'll have to think about it.;BYOHHousePale [QUST:03010BEE];;
33645605;[DIAL:030163DF];;[INFO:03016425] ('Well, you smell like a Hagraven. And you look like one, too!' in GRUP Topic Children of [DIAL:030163DF]);;;;
33645535;;[DIAL:030163DF];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645578;[DIAL:030163DE];;[INFO:0301640A] ('Mammoth-nose!' in GRUP Topic Children of [DIAL:030163DE]);;;;
33645534;;[DIAL:030163DE];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645572;[DIAL:030163DD];;[INFO:03016404] ('Draugr-breath!' in GRUP Topic Children of [DIAL:030163DD]);;;;
33645533;;[DIAL:030163DD];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645569;[DIAL:030163DC];;[INFO:03016401] ('Elf-ears!' in GRUP Topic Children of [DIAL:030163DC]);;;;
33645532;;[DIAL:030163DC];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645565;[DIAL:030163DB];;[INFO:030163FD] ('Oh yeah? Well, I've seen mudcrabs that're smarter than you!' in GRUP Topic Children of [DIAL:030163DB]);;;;
33645531;;[DIAL:030163DB];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645559;[DIAL:030163DA];;[INFO:030163F7] ('Horker-face!' in GRUP Topic Children of [DIAL:030163DA]);;;;
33645530;;[DIAL:030163DA];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645556;[DIAL:030163D9];;[INFO:030163F4] ('Wolf-breath!' in GRUP Topic Children of [DIAL:030163D9]);;;;
33645529;;[DIAL:030163D9];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645552;[DIAL:030163D8];;[INFO:030163F0] ('Skeever-brain!' in GRUP Topic Children of [DIAL:030163D8]);;;;
33645528;;[DIAL:030163D8];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645549;[DIAL:030163D7];;[INFO:030163ED] ('Grr... I'm gonna get you for that!' in GRUP Topic Children of [DIAL:030163D7]);;;;
33645527;;[DIAL:030163D7];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645604;[DIAL:030163D6];;[INFO:03016424] ('You can't catch me!' in GRUP Topic Children of [DIAL:030163D6]);;;;
33645526;;[DIAL:030163D6];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645577;[DIAL:030163D5];;[INFO:03016409] ('You... you take that back!' in GRUP Topic Children of [DIAL:030163D5]);;;;
33645525;;[DIAL:030163D5];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645571;[DIAL:030163D4];;[INFO:03016403] ('Milk-drinker.' in GRUP Topic Children of [DIAL:030163D4]);;;;
33645524;;[DIAL:030163D4];;;BYOHRelationshipAdoption [QUST:030042B4];;
33645568;[DIAL:030163D3];;[INFO:03016400] ('Waaaaaaah....' in GRUP Topic Children of [DIAL:030163D3]);;;;
33645523;;[DIAL:030163D3];;;BYOHRelationshipAdoption [QUST:030042B4];;
33644844;Favor154QuestFinishContinue [DIAL:0301612B];;[INFO:0301612C] ('You know what? I like you. You're not afraid to get your hands dirty.' in GRUP Topic Children of Favor154QuestFinishContinue [DIAL:0301612B]);;;BYOH_TIF__0101612C;
33644843;;Favor154QuestFinishContinue [DIAL:0301612B];;;Favor154 "Kill the Bandit Leader (Jarl)" [QUST:0007172A];;
33643817;[DIAL:03015D06];;[INFO:03015D29] ([R]'Onward, then.' in GRUP Topic Children of [DIAL:03015D06]);;;;
33643816;[DIAL:03015D06];;[INFO:03015D28] ([R]'I'll follow your lead, Thane.' in GRUP Topic Children of [DIAL:03015D06]);;;;
33643815;[DIAL:03015D06];;[INFO:03015D27] ([R]'Lead on, my Thane.' in GRUP Topic Children of [DIAL:03015D06]);;;;
33643814;[DIAL:03015D06];;[INFO:03015D26] ([R]'I'll wait for you here.' in GRUP Topic Children of [DIAL:03015D06]);;;;
33643813;[DIAL:03015D06];;[INFO:03015D25] ([R]'Be careful, Thane.' in GRUP Topic Children of [DIAL:03015D06]);;;;
33643812;[DIAL:03015D06];;[INFO:03015D24] ([R]'I'll stand guard here.' in GRUP Topic Children of [DIAL:03015D06]);;;;
33643782;;[DIAL:03015D06];;;BYOHHouseDialogueHousecarl [QUST:03015D5A];;
33643811;[DIAL:03015D05];;[INFO:03015D23] ('What is it, Thane?' in GRUP Topic Children of [DIAL:03015D05]);;;;
33643810;[DIAL:03015D05];;[INFO:03015D22] ('What do you need, Thane?' in GRUP Topic Children of [DIAL:03015D05]);;;;
33643809;[DIAL:03015D05];;[INFO:03015D21] ('Yes, my Thane? Do you need something?' in GRUP Topic Children of [DIAL:03015D05]);;;;
33643808;[DIAL:03015D05];;[INFO:03015D20] ('I await your command, Thane.' in GRUP Topic Children of [DIAL:03015D05]);;;;
33643807;[DIAL:03015D05];;[INFO:03015D1F] ('Is it time to move out?' in GRUP Topic Children of [DIAL:03015D05]);;;;
33643806;[DIAL:03015D05];;[INFO:03015D1E] ('I await your orders, Thane.' in GRUP Topic Children of [DIAL:03015D05]);;;;
33643781;;[DIAL:03015D05];;;BYOHHouseDialogueHousecarl [QUST:03015D5A];;
33636606;RelationshipAdoption_FGAskForGiftWhatDoYouWant "What would you like?" [DIAL:030140FC];;[INFO:030140FE] ([SO]'Well, sweets are always good. Or a new outfit. Or... or maybe a wooden sword? All my friends have swords.' in GRUP Topic Children of RelationshipAdoption_FGAskForGiftWhatDoYouWant "What would you like?" [DIAL:030140FC]);;;;
33636605;RelationshipAdoption_FGAskForGiftWhatDoYouWant "What would you like?" [DIAL:030140FC];;[INFO:030140FD] ([SO]'I'd... I'd really like a dolly. Or maybe a pretty new dress?' in GRUP Topic Children of RelationshipAdoption_FGAskForGiftWhatDoYouWant "What would you like?" [DIAL:030140FC]);;;;
33636604;;RelationshipAdoption_FGAskForGiftWhatDoYouWant "What would you like?" [DIAL:030140FC];;What would you like?;BYOHRelationshipAdoption [QUST:030042B4];;
33636615;RelationshipAdoption_FGAskForGiftWhereCouldIGet "Where would I get that?" [DIAL:030140FB];;[INFO:03014107] ([SO]'I'm sure the Khajiit would have one- their toys are the best!' in GRUP Topic Children of RelationshipAdoption_FGAskForGiftWhereCouldIGet "Where would I get that?" [DIAL:030140FB]);;;;
33636614;RelationshipAdoption_FGAskForGiftWhereCouldIGet "Where would I get that?" [DIAL:030140FB];;[INFO:03014106] ([SO]'Well... I heard there's a really nice tailor's in Solitude. And... and maybe the Khajiit sell dolls? They always have the best toys.' in GRUP Topic Children of RelationshipAdoption_FGAskForGiftWhereCouldIGet "Where would I get that?" [DIAL:030140FB]);;;;
33636603;;RelationshipAdoption_FGAskForGiftWhereCouldIGet "Where would I get that?" [DIAL:030140FB];;Where would I get that?;BYOHRelationshipAdoption [QUST:030042B4];;
33586019;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B63] ([R][RE] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586018;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B62] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586017;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B61] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586016;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B60] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586015;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B5F] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586014;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B5E] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586013;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B5D] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586012;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B5C] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586011;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B5B] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33586010;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;[INFO:03007B5A] ([R] in GRUP Topic Children of RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA]);;;;
33636602;;RelationshipAdoption_FGChestIntroBranchTopic [DIAL:030140FA];;;BYOHRelationshipAdoption [QUST:030042B4];;
33636060;RelationshipAdoption_FGCritterTopic [DIAL:03013ECC];;[INFO:03013EDC] ('Ma! Look what followed me home!' in GRUP Topic Children of RelationshipAdoption_FGCritterTopic [DIAL:03013ECC]);;;BYOH_TIF__01013EDC;
