Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
100665407;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02183F] ([R]'Plenty of fresh fish for you.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665406;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02183E] ([R]'The finest fish here!' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665444;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021864] ([R]'I will just... rest here a moment...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665440;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021860] ([R]'Gods, it's cold!' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665439;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02185F] ([R]'Alright, enough of this...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665428;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021854] ([R]'Still here...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665431;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021857] ([R]'Let's just hope the weather holds...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665405;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02183D] ([R]'I'm waiting...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665404;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02183C] ([R][RE]'When I was a child, a smart man came and gave me a valuable piece of advice... What good are fish if you have to eat them alone?' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665438;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02185E] ([R]'By the Nine, I'd pay good money for a pint of ale to warm my bones...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665403;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02183B] ([R]'Unlike my brother, I do not like fish.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665402;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02183A] ([R]'My brother... He likes fish.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665401;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021839] ([R]'I do not like fish.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665400;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021838] ([R]'This is a decent spot! I can see you know what you're doing!' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665395;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021833] ([R][RE]'Keep at it! The fish have to get to know you before they're willing to bite.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665392;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021830] ([R]'Look at you! Did you catch anything?' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665378;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021822] ([R][RE]'This is really quite a nice place. Just look at the view!' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665379;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021823] ([R]'How's the fishing?' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665377;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021821] ([R]'Fishing, hmm? Good honest work, I say.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665427;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021853] ([R]'Okay, I could use a break anyway.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665387;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02182B] ([R][RE]'Well?! Why are you still standing here? Oh right... fishing.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665386;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02182A] ([R]'Hm mi mi mi mi... Pardon me... Just eh... Anything to relieve the boredom.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665385;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021829] ([R]'Fresh fish sounds delicious...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665384;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021828] ([R]'Fishing?! Okay... I'll just be here then.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665398;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021836] ([R][RE]'Nice spot! My compliments.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665399;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021837] ([R]'The only thing colder than Skyrim is the Nords themselves.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665437;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02185D] ([R]'Whenever you're ready to leave...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665436;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02185C] ([R]'I'll keep watch from here...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665453;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02186D] ([R]'The docks can be a dangerous place... Don't expect me to save you if you fall in.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665397;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021835] ([R]'Hmmm... The water is cold.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665396;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021834] ([R]'Can't stand the sea air...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665433;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021859] ([R][RE]'My blood is calm... I prefer it boiling.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665393;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021831] ([R]'Back to the great task of waiting...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665434;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02185A] ([R]'Fine, I'll stand watch...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665432;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021858] ([R]'I'll stand watch...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665429;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021855] ([R][RE]'I hope you like getting wet...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665430;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021856] ([R]'Still standing here...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665383;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021827] ([R]'(Sigh)' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665382;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021826] ([R]'Fish?! Hmph. They taste disgusting.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665424;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021850] ([R][RE]'I don't want to find out what's down in that water...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665423;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02184F] ([R]'If I need to wait much longer, you may need to just bury me here...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665435;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02185B] ([R]'Ready to get going?' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665391;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02182F] ([R][RE]'I'm sorry, but I'm sick of waiting. When are we going to see some action?' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665390;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02182E] ([R]'Hm? I'll wait here...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665389;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02182D] ([R]'By the Nine, I hate the waiting... The goddamn waiting.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665426;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021852] ([R][RE]'I'll stand guard...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665376;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE021820] ([R]'The waiting... the insufferable waiting...' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665375;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02181F] ([R]'Good... Perfect spot.' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665372;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;[INFO:FE02181C] ([R]'Fishing? Nice!' in GRUP Topic Children of AnimatedFishing_RodHeight_Idle [DIAL:FE02181B]);;;;
100665371;;AnimatedFishing_RodHeight_Idle [DIAL:FE02181B];;;AnimatedFishing_RodHeight "RodHeightQuest" [QUST:FE021816];;
84908865;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic1a "A mage drove the mudcrabs into a fury. The mage and mudcrabs are now dead." [DIAL:050F9B40];;[INFO:050F9B41] ('That's good news. One less worry for the people of Skyrim.' in GRUP Topic Children of ccBGSSSE001_Crab_MQ2_TurnInBranchTopic1a "A mage drove the mudcrabs into a fury. The mage and mudcrabs are now dead." [DIAL:050F9B40]);;;;
84908864;;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic1a "A mage drove the mudcrabs into a fury. The mage and mudcrabs are now dead." [DIAL:050F9B40];;A mage drove the mudcrabs into a fury. The mage and mudcrabs are now dead.;ccBGSSSE001_Crab_MQ2 "Crustacean Extermination" [QUST:050009DA];;
84846040;ccBGSSSE001_Fish_MQ2_TurnInBranch2LeadIn "Here's the fish for the challenge. I couldn't find your lucky fishing hat. (Lie)" [DIAL:050EA5D7];;[INFO:050EA5D8] ('I guess we should've expected this response, hmm?' in GRUP Topic Children of ccBGSSSE001_Fish_MQ2_TurnInBranch2LeadIn "Here's the fish for the challenge. I couldn't find your lucky fishing hat. (Lie)" [DIAL:050EA5D7]);;;;
84846039;;ccBGSSSE001_Fish_MQ2_TurnInBranch2LeadIn "Here's the fish for the challenge. I couldn't find your lucky fishing hat. (Lie)" [DIAL:050EA5D7];;Here's the fish for the challenge. I couldn't find your lucky fishing hat. (Lie);ccBGSSSE001_Fish_MQ2 "Caught in the Rain" [QUST:050009EB];;
84679951;ccBGSSSE001_Fish_MQ2_TurnInBranch2Topic [DIAL:050C1D0E];;[INFO:050C1D0F] ('Hmmm... Well, it can't be helped.  Thank you. Here, this is for you.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ2_TurnInBranch2Topic [DIAL:050C1D0E]);;;ccBGSSSE001_TIF__050C1D0F;
84679950;;ccBGSSSE001_Fish_MQ2_TurnInBranch2Topic [DIAL:050C1D0E];;;ccBGSSSE001_Fish_MQ2 "Caught in the Rain" [QUST:050009EB];;
84201539;ccBGSSSE001_Crab_MQ3_JobBranchTopic2 "I'll check with Swims-In-Deep-Water then." [DIAL:0504D042];;[INFO:0504D043] ('Good. There's probably something I could find for you to do... But best to check with him. Until next time.' in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_JobBranchTopic2 "I'll check with Swims-In-Deep-Water then." [DIAL:0504D042]);;;;
84201538;;ccBGSSSE001_Crab_MQ3_JobBranchTopic2 "I'll check with Swims-In-Deep-Water then." [DIAL:0504D042];;I'll check with Swims-In-Deep-Water then.;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
84180774;ccBGSSSE001_MiscQuests_CrabBranchTopic "Looks like your juvenile mudcrab is growing up fast." [DIAL:05047F25];;[INFO:05047F26] ('I'll be honest... I've never seen anything like it. But I'm happy. Seems friendly enough. Obviously intelligent...' in GRUP Topic Children of ccBGSSSE001_MiscQuests_CrabBranchTopic "Looks like your juvenile mudcrab is growing up fast." [DIAL:05047F25]);;;;
84180773;;ccBGSSSE001_MiscQuests_CrabBranchTopic "Looks like your juvenile mudcrab is growing up fast." [DIAL:05047F25];;Looks like your juvenile mudcrab is growing up fast.;ccBGSSSE001_MiscQuests "Miscellaneous Quests Handler" [QUST:050009E6];;
84035357;ccBGSSSE001_Fish_MQ2_StartBranchTopic3B "I'll get going. I just wish I didn't have to get soaked." [DIAL:0502471C];;[INFO:0502471D] ([G]'Better than having to work up in the dry air... At least to me. Each has their own way.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ2_StartBranchTopic3B "I'll get going. I just wish I didn't have to get soaked." [DIAL:0502471C]);;;;
84035356;;ccBGSSSE001_Fish_MQ2_StartBranchTopic3B "I'll get going. I just wish I didn't have to get soaked." [DIAL:0502471C];;I'll get going. I just wish I didn't have to get soaked.;ccBGSSSE001_Fish_MQ2 "Caught in the Rain" [QUST:050009EB];;
83889909;ccBGSSSE001_Fish_MQ5A2 "This looks like it'll be a real challenge. I'll do my best." [DIAL:05000EF4];;[INFO:05000EF5] ([G]'You are like my brood to me. Stay safe.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ5A2 "This looks like it'll be a real challenge. I'll do my best." [DIAL:05000EF4]);;;;
83889908;;ccBGSSSE001_Fish_MQ5A2 "This looks like it'll be a real challenge. I'll do my best." [DIAL:05000EF4];;This looks like it'll be a real challenge. I'll do my best.;ccBGSSSE001_Fish_MQ5 "Fishing Legend" [QUST:050009DC];;
83889907;ccBGSSSE001_Fish_MQ5A1 "I'll return with these rare catches soon." [DIAL:05000EF2];;[INFO:05000EF3] ([G]'You are like my brood to me. Stay safe.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ5A1 "I'll return with these rare catches soon." [DIAL:05000EF2]);;;;
83889906;;ccBGSSSE001_Fish_MQ5A1 "I'll return with these rare catches soon." [DIAL:05000EF2];;I'll return with these rare catches soon.;ccBGSSSE001_Fish_MQ5 "Fishing Legend" [QUST:050009DC];;
83889903;ccBGSSSE001_Fish_MQ4_StartBranchTopicB2 "Caves are dangerous. You're lucky I'm the one doing this for you." [DIAL:05000EEE];;[INFO:05000EEF] ([G]'Yes, a fine place to find trouble. Stay safe.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ4_StartBranchTopicB2 "Caves are dangerous. You're lucky I'm the one doing this for you." [DIAL:05000EEE]);;;;
83889902;;ccBGSSSE001_Fish_MQ4_StartBranchTopicB2 "Caves are dangerous. You're lucky I'm the one doing this for you." [DIAL:05000EEE];;Caves are dangerous. You're lucky I'm the one doing this for you.;ccBGSSSE001_Fish_MQ4 "Darkest Depths" [QUST:050009DD];;
83889901;ccBGSSSE001_Fish_MQ4_StartBranchTopicB1 "So I need to explore underground and bring you the fish you need. Fine." [DIAL:05000EEC];;[INFO:05000EED] ([G]'You are most kind. Stay safe.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ4_StartBranchTopicB1 "So I need to explore underground and bring you the fish you need. Fine." [DIAL:05000EEC]);;;;
83889900;;ccBGSSSE001_Fish_MQ4_StartBranchTopicB1 "So I need to explore underground and bring you the fish you need. Fine." [DIAL:05000EEC];;So I need to explore underground and bring you the fish you need. Fine.;ccBGSSSE001_Fish_MQ4 "Darkest Depths" [QUST:050009DD];;
83889899;ccBGSSSE001_Fish_MQ3_StartBranchTopicB2 "This may take longer. I'll need to prepare for the cold." [DIAL:05000EEA];;[INFO:05000EEB] ([G]'It speaks the truth... The water is cold. Hmm. Stay safe.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_StartBranchTopicB2 "This may take longer. I'll need to prepare for the cold." [DIAL:05000EEA]);;;;
83889898;;ccBGSSSE001_Fish_MQ3_StartBranchTopicB2 "This may take longer. I'll need to prepare for the cold." [DIAL:05000EEA];;This may take longer. I'll need to prepare for the cold.;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
83889897;ccBGSSSE001_Fish_MQ3_StartBranchTopicB1 "Alright. I'll be back with the fish." [DIAL:05000EE8];;[INFO:05000EE9] ([G]'Good... Stay safe.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_StartBranchTopicB1 "Alright. I'll be back with the fish." [DIAL:05000EE8]);;;;
83889896;;ccBGSSSE001_Fish_MQ3_StartBranchTopicB1 "Alright. I'll be back with the fish." [DIAL:05000EE8];;Alright. I'll be back with the fish.;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
83889895;ccBGSSSE001_Fish_MQ3_Viriya "I'll check with Viriya then." [DIAL:05000EE6];;[INFO:05000EE7] ([G]'Yeah, until next time.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_Viriya "I'll check with Viriya then." [DIAL:05000EE6]);;;;
83889894;;ccBGSSSE001_Fish_MQ3_Viriya "I'll check with Viriya then." [DIAL:05000EE6];;I'll check with Viriya then.;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
83889893;ccBGSSSE001_Fish_MQ5A [DIAL:05000EE4];;[INFO:05000EE5] ('My greatest challenge awaits us. Here, take a look at this.' in GRUP Topic Children of ccBGSSSE001_Fish_MQ5A [DIAL:05000EE4]);;;ccBGSSSE001_TIF__05000EE5;
83889892;;ccBGSSSE001_Fish_MQ5A [DIAL:05000EE4];;;ccBGSSSE001_Fish_MQ5 "Fishing Legend" [QUST:050009DC];;
83889872;ccBGSSSE001_Crab_MQ3_VisitTopic3 "Good luck, Viriya. I hope everything works out with your new venture." [DIAL:05000ECF];;[INFO:05000ED0] ('You've been a beacon of hope in these dark times and I will never forget it. Thank you.' in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_VisitTopic3 "Good luck, Viriya. I hope everything works out with your new venture." [DIAL:05000ECF]);;;;
83889871;;ccBGSSSE001_Crab_MQ3_VisitTopic3 "Good luck, Viriya. I hope everything works out with your new venture." [DIAL:05000ECF];;Good luck, Viriya. I hope everything works out with your new venture.;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
