Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
85429420;;ccBGSSSE001_Crab_MQ4_GuardBranch_HereTheyComeTopic [DIAL:05178CAC];;;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
85429419;ccBGSSSE001_Crab_MQ4_GuardBranchPushBackTopic [DIAL:05178CAA];;[INFO:05178CAB] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_GuardBranchPushBackTopic [DIAL:05178CAA]);;;;
85429418;;ccBGSSSE001_Crab_MQ4_GuardBranchPushBackTopic [DIAL:05178CAA];;;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
85429417;ccBGSSSE001_Crab_MQ4_GuardBranchHoldLineTopic [DIAL:05178CA8];;[INFO:05178CA9] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_GuardBranchHoldLineTopic [DIAL:05178CA8]);;;;
85429416;;ccBGSSSE001_Crab_MQ4_GuardBranchHoldLineTopic [DIAL:05178CA8];;;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
85137256;ccBGSSSE001_DecorationDialogueSolitudeNevermind "Never mind. I don't want to purchase any decorations right now." [DIAL:05131767];;[INFO:05131768] (in GRUP Topic Children of ccBGSSSE001_DecorationDialogueSolitudeNevermind "Never mind. I don't want to purchase any decorations right now." [DIAL:05131767]);;;;
85137255;;ccBGSSSE001_DecorationDialogueSolitudeNevermind "Never mind. I don't want to purchase any decorations right now." [DIAL:05131767];;Never mind. I don't want to purchase any decorations right now.;ccBGSSSE001_DecorationDialogue "House Decoration Dialogue" [QUST:05131759];;
85137257;ccBGSSSE001_DecorationDialogueSolitudeElse [DIAL:05131765];;[INFO:05131769] (in GRUP Topic Children of ccBGSSSE001_DecorationDialogueSolitudeElse [DIAL:05131765]);;;;
85137254;ccBGSSSE001_DecorationDialogueSolitudeElse [DIAL:05131765];;[INFO:05131766] (in GRUP Topic Children of ccBGSSSE001_DecorationDialogueSolitudeElse [DIAL:05131765]);;;;
85137253;;ccBGSSSE001_DecorationDialogueSolitudeElse [DIAL:05131765];;;ccBGSSSE001_DecorationDialogue "House Decoration Dialogue" [QUST:05131759];;
85137251;ccBGSSSE001_DecorationDialogueSolitudeFishPlaques "Fish plaques. (<Global=ccBGSSSE001_HDSolitudeFishPlaques> gold)" [DIAL:05131760];;[INFO:05131763] (in GRUP Topic Children of ccBGSSSE001_DecorationDialogueSolitudeFishPlaques "Fish plaques. (<Global=ccBGSSSE001_HDSolitudeFishPlaques> gold)" [DIAL:05131760]);;;;
85137249;ccBGSSSE001_DecorationDialogueSolitudeFishPlaques "Fish plaques. (<Global=ccBGSSSE001_HDSolitudeFishPlaques> gold)" [DIAL:05131760];;[INFO:05131761] (in GRUP Topic Children of ccBGSSSE001_DecorationDialogueSolitudeFishPlaques "Fish plaques. (<Global=ccBGSSSE001_HDSolitudeFishPlaques> gold)" [DIAL:05131760]);;;ccBGSSSE001_TIF__05131761;
85137248;;ccBGSSSE001_DecorationDialogueSolitudeFishPlaques "Fish plaques. (<Global=ccBGSSSE001_HDSolitudeFishPlaques> gold)" [DIAL:05131760];;Fish plaques. (<Global=ccBGSSSE001_HDSolitudeFishPlaques> gold);ccBGSSSE001_DecorationDialogue "House Decoration Dialogue" [QUST:05131759];;
85137252;ccBGSSSE001_DecorationDialogueSolitudeFishTank "Fish tank. (<Global=ccBGSSSE001_HDSolitudeFishTank> gold)" [DIAL:0513175F];;[INFO:05131764] (in GRUP Topic Children of ccBGSSSE001_DecorationDialogueSolitudeFishTank "Fish tank. (<Global=ccBGSSSE001_HDSolitudeFishTank> gold)" [DIAL:0513175F]);;;;
85137250;ccBGSSSE001_DecorationDialogueSolitudeFishTank "Fish tank. (<Global=ccBGSSSE001_HDSolitudeFishTank> gold)" [DIAL:0513175F];;[INFO:05131762] (in GRUP Topic Children of ccBGSSSE001_DecorationDialogueSolitudeFishTank "Fish tank. (<Global=ccBGSSSE001_HDSolitudeFishTank> gold)" [DIAL:0513175F]);;;ccBGSSSE001_TIF__05131762;
85137247;;ccBGSSSE001_DecorationDialogueSolitudeFishTank "Fish tank. (<Global=ccBGSSSE001_HDSolitudeFishTank> gold)" [DIAL:0513175F];;Fish tank. (<Global=ccBGSSSE001_HDSolitudeFishTank> gold);ccBGSSSE001_DecorationDialogue "House Decoration Dialogue" [QUST:05131759];;
85137244;ccBGSSSE001_DecorationDialogueBranchSolitudeTopic "I'd like to purchase additional decorations for my home." [DIAL:0513175B];;[INFO:0513175C] (in GRUP Topic Children of ccBGSSSE001_DecorationDialogueBranchSolitudeTopic "I'd like to purchase additional decorations for my home." [DIAL:0513175B]);;;;
85137243;;ccBGSSSE001_DecorationDialogueBranchSolitudeTopic "I'd like to purchase additional decorations for my home." [DIAL:0513175B];;I'd like to purchase additional decorations for my home.;ccBGSSSE001_DecorationDialogue "House Decoration Dialogue" [QUST:05131759];;
85074917;ccBGSSSE001_Crab_MQ4_JarlRewardBranchTopic "The swarms of mudcrabs should no longer threaten the people of Dawnstar." [DIAL:051223E3];;[INFO:051223E5] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_JarlRewardBranchTopic "The swarms of mudcrabs should no longer threaten the people of Dawnstar." [DIAL:051223E3]);;;ccBGSSSE001_TIF__051223E5;
85074916;ccBGSSSE001_Crab_MQ4_JarlRewardBranchTopic "The swarms of mudcrabs should no longer threaten the people of Dawnstar." [DIAL:051223E3];;[INFO:051223E4] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_JarlRewardBranchTopic "The swarms of mudcrabs should no longer threaten the people of Dawnstar." [DIAL:051223E3]);;;ccBGSSSE001_TIF__051223E4;
85074915;;ccBGSSSE001_Crab_MQ4_JarlRewardBranchTopic "The swarms of mudcrabs should no longer threaten the people of Dawnstar." [DIAL:051223E3];;The swarms of mudcrabs should no longer threaten the people of Dawnstar.;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
85074905;ccBGSSSE001_FishingMapQuestBranchTopic "Where can I find maps of fishing spots nearby?" [DIAL:051223D8];;[INFO:051223D9] (in GRUP Topic Children of ccBGSSSE001_FishingMapQuestBranchTopic "Where can I find maps of fishing spots nearby?" [DIAL:051223D8]);;;;
85074904;;ccBGSSSE001_FishingMapQuestBranchTopic "Where can I find maps of fishing spots nearby?" [DIAL:051223D8];;Where can I find maps of fishing spots nearby?;ccBGSSSE001_PersistentDialogueQuest "Always Available Dialogue Quest" [QUST:051223C7];;
85074881;ccBGSSSE001_Crab_MQ4_PostBattleBranch3Topic "They'll write songs in our honor after a battle like that!" [DIAL:051223C0];;[INFO:051223C1] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_PostBattleBranch3Topic "They'll write songs in our honor after a battle like that!" [DIAL:051223C0]);;;;
85074880;;ccBGSSSE001_Crab_MQ4_PostBattleBranch3Topic "They'll write songs in our honor after a battle like that!" [DIAL:051223C0];;They'll write songs in our honor after a battle like that!;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
84908865;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic1a "Seviur drew them to the coast using magic, but he lost his control over them." [DIAL:050F9B40];;[INFO:050F9B41] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ2_TurnInBranchTopic1a "Seviur drew them to the coast using magic, but he lost his control over them." [DIAL:050F9B40]);;;;
84908864;;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic1a "Seviur drew them to the coast using magic, but he lost his control over them." [DIAL:050F9B40];;Seviur drew them to the coast using magic, but he lost his control over them.;ccBGSSSE001_Crab_MQ2 "Crustacean Extermination" [QUST:050009DA];;
84846040;ccBGSSSE001_Fish_MQ2_TurnInBranch2LeadIn "Here's the fish for the challenge. I couldn't find your lucky fishing hat. (Lie)" [DIAL:050EA5D7];;[INFO:050EA5D8] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ2_TurnInBranch2LeadIn "Here's the fish for the challenge. I couldn't find your lucky fishing hat. (Lie)" [DIAL:050EA5D7]);;;;
84846039;;ccBGSSSE001_Fish_MQ2_TurnInBranch2LeadIn "Here's the fish for the challenge. I couldn't find your lucky fishing hat. (Lie)" [DIAL:050EA5D7];;Here's the fish for the challenge. I couldn't find your lucky fishing hat. (Lie);ccBGSSSE001_Fish_MQ2 "Caught in the Rain" [QUST:050009EB];;
84742166;ccBGSSSE001_Misc_Solitude_TableServiceBranchTopic "I hope everything is to your liking. Please enjoy your meal." [DIAL:050D1015];;[INFO:050D1016] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Solitude_TableServiceBranchTopic "I hope everything is to your liking. Please enjoy your meal." [DIAL:050D1015]);;;;
84742165;;ccBGSSSE001_Misc_Solitude_TableServiceBranchTopic "I hope everything is to your liking. Please enjoy your meal." [DIAL:050D1015];;I hope everything is to your liking. Please enjoy your meal.;ccBGSSSE001_Misc_Solitude "The Ultimate Feast" [QUST:050009E3];;
84700689;ccBGSSSE001_Fish_MQ2_PlayerWow2 "An Argonian fishing rod? Thank you. I will be sure to put it to good use." [DIAL:050C6E10];;[INFO:050C6E11] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ2_PlayerWow2 "An Argonian fishing rod? Thank you. I will be sure to put it to good use." [DIAL:050C6E10]);;;ccBGSSSE001_TIF__050C6E11;
84700688;;ccBGSSSE001_Fish_MQ2_PlayerWow2 "An Argonian fishing rod? Thank you. I will be sure to put it to good use." [DIAL:050C6E10];;An Argonian fishing rod? Thank you. I will be sure to put it to good use.;ccBGSSSE001_Fish_MQ2 "Caught in the Rain" [QUST:050009EB];;
84679951;ccBGSSSE001_Fish_MQ2_TurnInBranch2Topic [DIAL:050C1D0E];;[INFO:050C1D0F] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ2_TurnInBranch2Topic [DIAL:050C1D0E]);;;ccBGSSSE001_TIF__050C1D0F;
84679950;;ccBGSSSE001_Fish_MQ2_TurnInBranch2Topic [DIAL:050C1D0E];;;ccBGSSSE001_Fish_MQ2 "Caught in the Rain" [QUST:050009EB];;
84201539;ccBGSSSE001_Crab_MQ3_JobBranchTopic2 "I'll check with Swims-In-Deep-Water then." [DIAL:0504D042];;[INFO:0504D043] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_JobBranchTopic2 "I'll check with Swims-In-Deep-Water then." [DIAL:0504D042]);;;;
84201538;;ccBGSSSE001_Crab_MQ3_JobBranchTopic2 "I'll check with Swims-In-Deep-Water then." [DIAL:0504D042];;I'll check with Swims-In-Deep-Water then.;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
84201537;ccBGSSSE001_Crab_MQ3_JobBranchTopic "Know of anyone in need of fishing work around Skyrim?" [DIAL:0504D040];;[INFO:0504D041] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_JobBranchTopic "Know of anyone in need of fishing work around Skyrim?" [DIAL:0504D040]);;;;
84201536;;ccBGSSSE001_Crab_MQ3_JobBranchTopic "Know of anyone in need of fishing work around Skyrim?" [DIAL:0504D040];;Know of anyone in need of fishing work around Skyrim?;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
84180774;ccBGSSSE001_MiscQuests_CrabBranchTopic "Looks like your juvenile mudcrab is growing up fast." [DIAL:05047F25];;[INFO:05047F26] (in GRUP Topic Children of ccBGSSSE001_MiscQuests_CrabBranchTopic "Looks like your juvenile mudcrab is growing up fast." [DIAL:05047F25]);;;;
84180773;;ccBGSSSE001_MiscQuests_CrabBranchTopic "Looks like your juvenile mudcrab is growing up fast." [DIAL:05047F25];;Looks like your juvenile mudcrab is growing up fast.;ccBGSSSE001_MiscQuests "Miscellaneous Quests Handler" [QUST:050009E6];;
84160006;ccBGSSSE001_Crab_MQ4_PostBattleGoodbye2 [DIAL:05042E05];;[INFO:05042E06] ([G] in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_PostBattleGoodbye2 [DIAL:05042E05]);;;ccBGSSSE001_TIF__05042E06;
84160005;;ccBGSSSE001_Crab_MQ4_PostBattleGoodbye2 [DIAL:05042E05];;;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
84160004;ccBGSSSE001_Crab_MQ4_PostBattleGoodbye "I'll tell the Jarl that we prevailed. Good luck on your journey back to Riften." [DIAL:05042E03];;[INFO:05042E04] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_PostBattleGoodbye "I'll tell the Jarl that we prevailed. Good luck on your journey back to Riften." [DIAL:05042E03]);;;;
84160003;;ccBGSSSE001_Crab_MQ4_PostBattleGoodbye "I'll tell the Jarl that we prevailed. Good luck on your journey back to Riften." [DIAL:05042E03];;I'll tell the Jarl that we prevailed. Good luck on your journey back to Riften.;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
84160001;ccBGSSSE001_Crab_MQ4_PostBattleBranch2Topic "I'm glad that's over." [DIAL:05042E00];;[INFO:05042E01] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_PostBattleBranch2Topic "I'm glad that's over." [DIAL:05042E00]);;;;
84160000;;ccBGSSSE001_Crab_MQ4_PostBattleBranch2Topic "I'm glad that's over." [DIAL:05042E00];;I'm glad that's over.;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
84160002;ccBGSSSE001_Crab_MQ4_PostBattleBranchTopic "That certainly wasn't something you see every day." [DIAL:05042DFE];;[INFO:05042E02] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_PostBattleBranchTopic "That certainly wasn't something you see every day." [DIAL:05042DFE]);;;;
84159998;;ccBGSSSE001_Crab_MQ4_PostBattleBranchTopic "That certainly wasn't something you see every day." [DIAL:05042DFE];;That certainly wasn't something you see every day.;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
84159989;ccBGSSSE001_Crab_MQ4_ViriyaPreBattleBranchTopic [DIAL:05042DF4];;[INFO:05042DF5] ([G] in GRUP Topic Children of ccBGSSSE001_Crab_MQ4_ViriyaPreBattleBranchTopic [DIAL:05042DF4]);;;ccBGSSSE001_TIF__05042DF5;
84159988;;ccBGSSSE001_Crab_MQ4_ViriyaPreBattleBranchTopic [DIAL:05042DF4];;;ccBGSSSE001_Crab_MQ4 "Wave Breaker" [QUST:050009E9];;
84076861;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic4 "This Alik'ri rod is fit for a master fisherman. Thank you, Viriya." [DIAL:0502E93C];;[INFO:0502E93D] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ2_TurnInBranchTopic4 "This Alik'ri rod is fit for a master fisherman. Thank you, Viriya." [DIAL:0502E93C]);;;ccBGSSSE001_TIF__0502E93D;
84076860;;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic4 "This Alik'ri rod is fit for a master fisherman. Thank you, Viriya." [DIAL:0502E93C];;This Alik'ri rod is fit for a master fisherman. Thank you, Viriya.;ccBGSSSE001_Crab_MQ2 "Crustacean Extermination" [QUST:050009DA];;
84076856;ccBGSSSE001_Fish_MQ2_PlayerWow "Thanks for the Argonian fishing rod, and the coin. I'll put them to good use." [DIAL:0502E937];;[INFO:0502E938] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ2_PlayerWow "Thanks for the Argonian fishing rod, and the coin. I'll put them to good use." [DIAL:0502E937]);;;ccBGSSSE001_TIF__0502E938;
84076855;;ccBGSSSE001_Fish_MQ2_PlayerWow "Thanks for the Argonian fishing rod, and the coin. I'll put them to good use." [DIAL:0502E937];;Thanks for the Argonian fishing rod, and the coin. I'll put them to good use.;ccBGSSSE001_Fish_MQ2 "Caught in the Rain" [QUST:050009EB];;
84035357;ccBGSSSE001_Fish_MQ2_StartBranchTopic3B "I'll get started. I just wish I didn't have to get soaked." [DIAL:0502471C];;[INFO:0502471D] ([G] in GRUP Topic Children of ccBGSSSE001_Fish_MQ2_StartBranchTopic3B "I'll get started. I just wish I didn't have to get soaked." [DIAL:0502471C]);;;;
84035356;;ccBGSSSE001_Fish_MQ2_StartBranchTopic3B "I'll get started. I just wish I didn't have to get soaked." [DIAL:0502471C];;I'll get started. I just wish I didn't have to get soaked.;ccBGSSSE001_Fish_MQ2 "Caught in the Rain" [QUST:050009EB];;
83889909;ccBGSSSE001_Fish_MQ5A2 "This looks like it'll be a real challenge. I'll do my best." [DIAL:05000EF4];;[INFO:05000EF5] ([G] in GRUP Topic Children of ccBGSSSE001_Fish_MQ5A2 "This looks like it'll be a real challenge. I'll do my best." [DIAL:05000EF4]);;;;
83889908;;ccBGSSSE001_Fish_MQ5A2 "This looks like it'll be a real challenge. I'll do my best." [DIAL:05000EF4];;This looks like it'll be a real challenge. I'll do my best.;ccBGSSSE001_Fish_MQ5 "Fishing Legend" [QUST:050009DC];;
83889907;ccBGSSSE001_Fish_MQ5A1 "I'll return with these rare catches soon." [DIAL:05000EF2];;[INFO:05000EF3] ([G] in GRUP Topic Children of ccBGSSSE001_Fish_MQ5A1 "I'll return with these rare catches soon." [DIAL:05000EF2]);;;;
83889906;;ccBGSSSE001_Fish_MQ5A1 "I'll return with these rare catches soon." [DIAL:05000EF2];;I'll return with these rare catches soon.;ccBGSSSE001_Fish_MQ5 "Fishing Legend" [QUST:050009DC];;
83889903;ccBGSSSE001_Fish_MQ4_StartBranchTopicB2 "Caves are dangerous. You're lucky I'm the one doing this for you." [DIAL:05000EEE];;[INFO:05000EEF] ([G] in GRUP Topic Children of ccBGSSSE001_Fish_MQ4_StartBranchTopicB2 "Caves are dangerous. You're lucky I'm the one doing this for you." [DIAL:05000EEE]);;;;
83889902;;ccBGSSSE001_Fish_MQ4_StartBranchTopicB2 "Caves are dangerous. You're lucky I'm the one doing this for you." [DIAL:05000EEE];;Caves are dangerous. You're lucky I'm the one doing this for you.;ccBGSSSE001_Fish_MQ4 "Darkest Depths" [QUST:050009DD];;
83889901;ccBGSSSE001_Fish_MQ4_StartBranchTopicB1 "I'll explore underground and bring you the fish you need." [DIAL:05000EEC];;[INFO:05000EED] ([G] in GRUP Topic Children of ccBGSSSE001_Fish_MQ4_StartBranchTopicB1 "I'll explore underground and bring you the fish you need." [DIAL:05000EEC]);;;;
83889900;;ccBGSSSE001_Fish_MQ4_StartBranchTopicB1 "I'll explore underground and bring you the fish you need." [DIAL:05000EEC];;I'll explore underground and bring you the fish you need.;ccBGSSSE001_Fish_MQ4 "Darkest Depths" [QUST:050009DD];;
83889899;ccBGSSSE001_Fish_MQ3_StartBranchTopicB2 "This may take longer. I'll need to prepare for the cold." [DIAL:05000EEA];;[INFO:05000EEB] ([G] in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_StartBranchTopicB2 "This may take longer. I'll need to prepare for the cold." [DIAL:05000EEA]);;;;
83889898;;ccBGSSSE001_Fish_MQ3_StartBranchTopicB2 "This may take longer. I'll need to prepare for the cold." [DIAL:05000EEA];;This may take longer. I'll need to prepare for the cold.;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
83889897;ccBGSSSE001_Fish_MQ3_StartBranchTopicB1 "Alright. I'll be back with the fish." [DIAL:05000EE8];;[INFO:05000EE9] ([G] in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_StartBranchTopicB1 "Alright. I'll be back with the fish." [DIAL:05000EE8]);;;;
83889896;;ccBGSSSE001_Fish_MQ3_StartBranchTopicB1 "Alright. I'll be back with the fish." [DIAL:05000EE8];;Alright. I'll be back with the fish.;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
83889895;ccBGSSSE001_Fish_MQ3_Viriya "I'll check with Viriya then." [DIAL:05000EE6];;[INFO:05000EE7] ([G] in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_Viriya "I'll check with Viriya then." [DIAL:05000EE6]);;;;
83889894;;ccBGSSSE001_Fish_MQ3_Viriya "I'll check with Viriya then." [DIAL:05000EE6];;I'll check with Viriya then.;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
83889893;ccBGSSSE001_Fish_MQ5A [DIAL:05000EE4];;[INFO:05000EE5] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ5A [DIAL:05000EE4]);;;ccBGSSSE001_TIF__05000EE5;
83889892;;ccBGSSSE001_Fish_MQ5A [DIAL:05000EE4];;;ccBGSSSE001_Fish_MQ5 "Fishing Legend" [QUST:050009DC];;
83889874;ccBGSSSE001_Crab_MQ3_VisitTopic4 [DIAL:05000ED1];;[INFO:05000ED2] ([G] in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_VisitTopic4 [DIAL:05000ED1]);;;ccBGSSSE001_TIF__05000ED2;
83889873;;ccBGSSSE001_Crab_MQ3_VisitTopic4 [DIAL:05000ED1];;;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
83889872;ccBGSSSE001_Crab_MQ3_VisitTopic3 "Good luck, Viriya. I hope everything works out with your new venture." [DIAL:05000ECF];;[INFO:05000ED0] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_VisitTopic3 "Good luck, Viriya. I hope everything works out with your new venture." [DIAL:05000ECF]);;;;
83889871;;ccBGSSSE001_Crab_MQ3_VisitTopic3 "Good luck, Viriya. I hope everything works out with your new venture." [DIAL:05000ECF];;Good luck, Viriya. I hope everything works out with your new venture.;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
83889870;ccBGSSSE001_Crab_MQ3_VisitTopic2 [DIAL:05000ECD];;[INFO:05000ECE] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_VisitTopic2 [DIAL:05000ECD]);;;ccBGSSSE001_TIF__05000ECE;
83889869;;ccBGSSSE001_Crab_MQ3_VisitTopic2 [DIAL:05000ECD];;;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
83889868;ccBGSSSE001_Crab_MQ3_VisitTopic "Looks like you're all set up." [DIAL:05000ECB];;[INFO:05000ECC] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_VisitTopic "Looks like you're all set up." [DIAL:05000ECB]);;;;
83889867;;ccBGSSSE001_Crab_MQ3_VisitTopic "Looks like you're all set up." [DIAL:05000ECB];;Looks like you're all set up.;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
83889865;ccBGSSSE001_Crab_MQ3_GiveDeedTopic3 [DIAL:05000EC8];;[INFO:05000EC9] ([G] in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_GiveDeedTopic3 [DIAL:05000EC8]);;;ccBGSSSE001_TIF__05000EC9;
83889864;;ccBGSSSE001_Crab_MQ3_GiveDeedTopic3 [DIAL:05000EC8];;;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
83889863;ccBGSSSE001_Crab_MQ3_GiveDeedTopic2 "I'll stop by the plaza tomorrow once you've gotten everything set up." [DIAL:05000EC6];;[INFO:05000EC7] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_GiveDeedTopic2 "I'll stop by the plaza tomorrow once you've gotten everything set up." [DIAL:05000EC6]);;;;
83889862;;ccBGSSSE001_Crab_MQ3_GiveDeedTopic2 "I'll stop by the plaza tomorrow once you've gotten everything set up." [DIAL:05000EC6];;I'll stop by the plaza tomorrow once you've gotten everything set up.;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
83889859;ccBGSSSE001_Crab_MQ3_GiveDeedTopic "Here's everything you'll need to build a stall in the plaza." [DIAL:05000EC2];;[INFO:05000EC3] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ3_GiveDeedTopic "Here's everything you'll need to build a stall in the plaza." [DIAL:05000EC2]);;;ccBGSSSE001_TIF__05000EC3;
83889858;;ccBGSSSE001_Crab_MQ3_GiveDeedTopic "Here's everything you'll need to build a stall in the plaza." [DIAL:05000EC2];;Here's everything you'll need to build a stall in the plaza.;ccBGSSSE001_Crab_MQ3 "End of the Line" [QUST:050009D6];;
83889844;ccBGSSSE001_Fish_MQ4_StartBranchTopicB [DIAL:05000EB3];;[INFO:05000EB4] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ4_StartBranchTopicB [DIAL:05000EB3]);;;ccBGSSSE001_TIF__05000EB4;
83889843;;ccBGSSSE001_Fish_MQ4_StartBranchTopicB [DIAL:05000EB3];;;ccBGSSSE001_Fish_MQ4 "Darkest Depths" [QUST:050009DD];;
83889839;ccBGSSSE001_Fish_MQ3_StartBranchTopicB [DIAL:05000EAE];;[INFO:05000EAF] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_StartBranchTopicB [DIAL:05000EAE]);;;ccBGSSSE001_TIF__05000EAF;
83889838;;ccBGSSSE001_Fish_MQ3_StartBranchTopicB [DIAL:05000EAE];;;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
83889833;ccBGSSSE001_Fish_MQ5_TurnInBranchTopic "It wasn't easy, but here are the fish you asked for." [DIAL:05000EA3];;[INFO:05000EA9] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ5_TurnInBranchTopic "It wasn't easy, but here are the fish you asked for." [DIAL:05000EA3]);;;ccBGSSSE001_TIF__05000EA9;
