Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
67342855;DLC2DialogueSkaalVillageFreaBranch4Topic2 "Then why stay here? Why not live somewhere safer?" [DIAL:040391FD];;[INFO:04039207] ('We are bound to this land, like a great pine with roots that run as deep as the tree is tall.' in GRUP Topic Children of DLC2DialogueSkaalVillageFreaBranch4Topic2 "Then why stay here? Why not live somewhere safer?" [DIAL:040391FD]);;;USLP_TIF_FreaMotherTopic_04039207;
67342845;;DLC2DialogueSkaalVillageFreaBranch4Topic2 "Then why stay here? Why not live somewhere safer?" [DIAL:040391FD];;Then why stay here? Why not live somewhere safer?;DLC2DialogueSkaalVillage "Skaal Village Dialogue" [QUST:04019B49];;
67342854;DLC2DialogueSkaalVillageFreaBranch4Topic3 "Sooner or later, death comes for us all." [DIAL:040391FC];;[INFO:04039206] ('We Skaal do not fear death. We know we will return to the All-Maker and be born anew.' in GRUP Topic Children of DLC2DialogueSkaalVillageFreaBranch4Topic3 "Sooner or later, death comes for us all." [DIAL:040391FC]);;;USLP_TIF_FreaMotherTopic_04039206;
67342844;;DLC2DialogueSkaalVillageFreaBranch4Topic3 "Sooner or later, death comes for us all." [DIAL:040391FC];;Sooner or later, death comes for us all.;DLC2DialogueSkaalVillage "Skaal Village Dialogue" [QUST:04019B49];;
67342852;DLC2DialogueSkaalVillageFreaBranch5Topic1 "For a shaman, you fight pretty well. Who trained you?" [DIAL:040391FB];;[INFO:04039204] ('It was Skaf the Giant, our former chieftain, who taught me the ways of battle.' in GRUP Topic Children of DLC2DialogueSkaalVillageFreaBranch5Topic1 "For a shaman, you fight pretty well. Who trained you?" [DIAL:040391FB]);;;;
67342843;;DLC2DialogueSkaalVillageFreaBranch5Topic1 "For a shaman, you fight pretty well. Who trained you?" [DIAL:040391FB];;For a shaman, you fight pretty well. Who trained you?;DLC2DialogueSkaalVillage "Skaal Village Dialogue" [QUST:04019B49];;
67342265;DLC2ThirskFFHalbarnQuestStartBranchTopic "Are you getting back to work?" [DIAL:04038FB6];;[INFO:04038FB9] ('Cleaning out the forge was the easy part. But those blasted Rieklings made off with most of my materials.' in GRUP Topic Children of DLC2ThirskFFHalbarnQuestStartBranchTopic "Are you getting back to work?" [DIAL:04038FB6]);;;TIF__02038FB9;
67342262;;DLC2ThirskFFHalbarnQuestStartBranchTopic "Are you getting back to work?" [DIAL:04038FB6];;Are you getting back to work?;DLC2ThirskFFHalbarn "Halbarn Favor Quest" [QUST:04038FBC];;
67342264;DLC2ThirskFFHalbarnQuestEndBranchTopic "I've brought the materials you wanted. (Give stalhrim and ebony)" [DIAL:04038FB5];;[INFO:04038FB8] ('Just in time too. Kuvar was starting to give me some grief about his new armor. This will do the trick nicely.' in GRUP Topic Children of DLC2ThirskFFHalbarnQuestEndBranchTopic "I've brought the materials you wanted. (Give stalhrim and ebony)" [DIAL:04038FB5]);;;TIF__02038FB8;
67342261;;DLC2ThirskFFHalbarnQuestEndBranchTopic "I've brought the materials you wanted. (Give stalhrim and ebony)" [DIAL:04038FB5];;I've brought the materials you wanted. (Give stalhrim and ebony);DLC2ThirskFFHalbarn "Halbarn Favor Quest" [QUST:04038FBC];;
67342263;DLC2ThirskFFHilundQuestStartBranchTopic "How is the hunting going?" [DIAL:04038FB4];;[INFO:04038FB7] ('To tell you the truth, I've been a little distracted. I've got this... idea.' in GRUP Topic Children of DLC2ThirskFFHilundQuestStartBranchTopic "How is the hunting going?" [DIAL:04038FB4]);;;TIF__02038FB7;
67342260;;DLC2ThirskFFHilundQuestStartBranchTopic "How is the hunting going?" [DIAL:04038FB4];;How is the hunting going?;DLC2ThirskFFHilund "Hilund Favor Quest" [QUST:04038FBB];;
67342266;DLC2ThirskFFHilundQuestEndBranchTopic "I've got a lot of Riekling spears. I hope it's enough. (Give spears)" [DIAL:04038FB3];;[INFO:04038FBA] ('Oh, I'm sure it will be. Give 'em here, and I'll get to work soon!' in GRUP Topic Children of DLC2ThirskFFHilundQuestEndBranchTopic "I've got a lot of Riekling spears. I hope it's enough. (Give spears)" [DIAL:04038FB3]);;;TIF__02038FBA;
67342259;;DLC2ThirskFFHilundQuestEndBranchTopic "I've got a lot of Riekling spears. I hope it's enough. (Give spears)" [DIAL:04038FB3];;I've got a lot of Riekling spears. I hope it's enough. (Give spears);DLC2ThirskFFHilund "Hilund Favor Quest" [QUST:04038FBB];;
67342009;;DLC2ThirskFFElmusQuestEndBranchTopic "I found some Ashfire Mead. (Give mead)" [DIAL:04038EB9];;I found some Ashfire Mead. (Give mead);DLC2ThirskFFElmus "Elmus Favor Quest" [QUST:04038EBF];;
67342013;DLC2ThirskFFElmusBackQuestEndBranchTopic "I've got some juniper berries. (Give berries)" [DIAL:04038EB7];;[INFO:04038EBD] ('Oh, perfect. Just the right ripeness too. Good work, friend.' in GRUP Topic Children of DLC2ThirskFFElmusBackQuestEndBranchTopic "I've got some juniper berries. (Give berries)" [DIAL:04038EB7]);;;TIF__02038EBD;
67342007;;DLC2ThirskFFElmusBackQuestEndBranchTopic "I've got some juniper berries. (Give berries)" [DIAL:04038EB7];;I've got some juniper berries. (Give berries);DLC2ThirskFFElmusBack "Elmus Favor Quest" [QUST:04038EC4];;
67341173;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B75] ([R]'Our journey's been quite rewarding so far. Hopefully, you won't mind sharing the spoils.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B75;
67341172;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B74] ([R]'I wonder what became of Saint Jiub? I met him once, you know.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B74;
67341171;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B73] ([R]'All this walking... I wish there was a silt strider around here.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B73;
67341170;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B72] ([R]'You like my chitin armor? It was specially crafted for me by Grendis Rolovo... one of the finest master armorsmiths in Morrowind.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B72;
67341169;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B71] ([R]'I don't know why I decided to make my way to Solstheim to seek my fortune. I should have stayed at home.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B71;
67341168;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B70] ([R]'I grew up in the city of Blacklight in Morrowind. If you ever get the chance, you should visit there... it's spectacular.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B70;
67341167;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B6F] ([R]'I'm glad that I'm finally traveling with someone who seems competent. My last patron was killed trying to tackle an entire fort of bandits alone.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B6F;
67347269;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:0403A345] ([R]'Seems like things are looking up in Raven Rock now that the mine's open. It's a nice change.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__0203A345;
67347268;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:0403A344] ([R]'I've called Raven Rock my home for a number of years. Azura knows why... it's a mess.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__0203A344;
67347267;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:0403A343] ([R]'The Telvanni are amazing. Look what they've grown from the ash... have you ever seen anything like it?' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__0203A343;
67347266;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:0403A342] ([R]'How can the Skaal stand it up here? It's freezing!' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__0203A342;
67347265;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:0403A341] ([R]'With the ash from Red Mountain covering half the island, it's astonishing how much Solstheim reminds me of home.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__0203A341;
67347264;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:0403A340] ([R]'I'm not sure why House Redoran is so insistent on maintaining Solstheim. Seems like more trouble than it's worth.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__0203A340;
67347263;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:0403A33F] ([R]'Hope we don't run into too many ash spawn out here.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__0203A33F;
67347262;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:0403A33E] ([R]'Anytime you want to head for Skyrim, I'm right with you. I've spent enough time on Solstheim to last a lifetime.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__0203A33E;
67341166;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B6E] ([R]'What would possess someone to give their allegiance to Hircine, only to see their free will taken from them like this?' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B6E;
67341165;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B6D] ([R]'Spriggan are loathsome creatures. They summon some of the most benign beings of the forest and bend them to their will.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B6D;
67341164;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B6C] ([R]'I wonder how many souls were lost when this ship met its fate.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B6C;
67341163;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B6B] ([R]'Nice place you have here. I never knew you were so wealthy.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B6B;
67341162;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B6A] ([R]'I was briefly in the employ of an Orc warrior once. I had to quit because he refused to bathe. Disgusting.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B6A;
67341161;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B69] ([R]'I never fancied becoming a miner... didn't want to spend the rest of my days cracking rocks.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B69;
67341160;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B68] ([R]'Becoming a hagraven requires a sacrifice to their foul deity. Show them no mercy before we become one of the victims.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B68;
67341159;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B67] ([R]'Ugh, the stench. We must be nearing a giant's home.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B67;
67341158;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B66] ([R]'The Forsworn are little more than beasts. They won't listen to reason, so prepare for the worst.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B66;
67341157;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B65] ([R]'Not much of a farm. How do they expect to grow anything in this ash-free soil?' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B65;
67341156;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B64] ([R]'To think the Falmer are loosely related to the Dunmer sends shivers down my spine.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B64;
67341155;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B63] ([R]'The dwarves were a clever race. I wonder what happened to them?' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B63;
67341154;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B62] ([R]'Despite the foul beings that infest this place, I'm certain we'll find plenty of wealth to make it worth our time.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B62;
67341153;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B61] ([R]'There are restless dead about... I suggest we proceed with caution.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B61;
67341152;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B60] ([R]'Dragons, eh? Good, I was looking for a challenge.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B60;
67341151;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B5F] ([R]'Damn bandits are worse than the vermin that infest the ash wastes back home.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B5F;
67341150;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B5E] ([R]'Careful, it looks like something's lived here recently.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B5E;
67341149;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B5D] ([R]'Warlocks practice all sorts of foul sorcery. We should proceed with caution.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B5D;
67341148;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B5C] ([R]'Vampires are wretched beings. Feeding off others the way they do... it's disgusting.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B5C;
67341147;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B5B] ([R]'Riverwood looks peaceful. If I had to settle in Skyrim, this might be the place I'd choose.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B5B;
67341146;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B5A] ([R]'Ugh, what a wretched place. Who would build a town in the middle of a swamp?' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B5A;
67341145;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B59] ([R]'Dawnstar is full of struggling miners. Sounds a lot like a certain town in Solstheim, eh?' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B59;
67341144;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B58] ([R]'You may want to be careful down here... the Thieves Guild makes the Ratway its home.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B58;
67341143;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B57] ([R]'So this is Riften. Glover Mallory told me a good deal about the place. It looks exactly as I'd pictured.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B57;
67341142;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B56] ([R]'Solitude... home to the East Empire Company, the heartless bastards.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B56;
67341141;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B55] ([R]'Can you imagine what Markarth must have looked like when the dwarves were living here? I can't even begin to imagine.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B55;
67341140;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B54] ([R]'I lived in the Gray Quarter of Windhelm for years... it's a wretched place full of bitter Dunmer. Let's be done here quickly.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B54;
67341139;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B53] ([R]'Whiterun... the pride of Skyrim. Doesn't look like much to me. Now Blacklight on the other hand, that's a proper city.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B53;
67341138;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B52] ([R]'I can't believe how carelessly the dead are buried here. I can't imagine my body just rotting away like that.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B52;
67341137;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B51] ([R]'The Pale reminds me of the northern part of Solstheim... rife with freezing cold weather and full of unfriendly creatures.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B51;
67341136;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B50] ([R]'I hope we don't bump into any Forsworn around here. I heard they're as wild as a pack of beasts.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B50;
67341135;DLC2HirelingQuestIdles [DIAL:04038B40];;[INFO:04038B4F] ([R]'So this is the fabled College of Winterhold. Amazing.' in GRUP Topic Children of DLC2HirelingQuestIdles [DIAL:04038B40]);;;DLC2_TIF__02038B4F;
67341120;;DLC2HirelingQuestIdles [DIAL:04038B40];;;DLC2HirelingQuest "DLC2 Hireling Quest" [QUST:04038566];;
67340908;DLC2MQ07NelothGreetB1 "Don't you want to know what happened with Miraak?" [DIAL:04038A60];;[INFO:04038A6C] ('Who? Oh him. Well, I assume you killed him. Or Hermaeus Mora turned on him when you looked like the winning bet. Or a bit of both.' in GRUP Topic Children of DLC2MQ07NelothGreetB1 "Don't you want to know what happened with Miraak?" [DIAL:04038A60]);;;;
