Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
33663348;;DLC1VQ06DexionMothBranchTopic01 "Moths barely make a sound, let alone speak." [DIAL:0201A974];;Moths barely make a sound, let alone speak.;DLC1VQ06 "Unseen Visions" [QUST:02002852];;
33663352;DLC1VQ06DexionMothBranchTopic02 "How does that help the Moth Priest?" [DIAL:0201A973];;[INFO:0201A978] ('By having the Ancestor Moths close to the Moth Priest, they can utilize the conduit and share the moth's augury.' in GRUP Topic Children of DLC1VQ06DexionMothBranchTopic02 "How does that help the Moth Priest?" [DIAL:0201A973]);;;;
33663347;;DLC1VQ06DexionMothBranchTopic02 "How does that help the Moth Priest?" [DIAL:0201A973];;How does that help the Moth Priest?;DLC1VQ06 "Unseen Visions" [QUST:02002852];;
33663351;DLC1VQ06DexionMothBranchTopic03 "Then how do I even stand a chance?" [DIAL:0201A972];;[INFO:0201A977] ('You've come this far, and you've found several Elder Scrolls.' in GRUP Topic Children of DLC1VQ06DexionMothBranchTopic03 "Then how do I even stand a chance?" [DIAL:0201A972]);;;;
33663346;;DLC1VQ06DexionMothBranchTopic03 "Then how do I even stand a chance?" [DIAL:0201A972];;Then how do I even stand a chance?;DLC1VQ06 "Unseen Visions" [QUST:02002852];;
33663350;DLC1VQ06DexionBlindBranchTopic "Is it normal for Moth Priests to go blind?" [DIAL:0201A971];;[INFO:0201A976] ('Sadly, yes. It's the inevitable fate we agree to pursue when reading the Elder Scrolls.' in GRUP Topic Children of DLC1VQ06DexionBlindBranchTopic "Is it normal for Moth Priests to go blind?" [DIAL:0201A971]);;;;
33663345;;DLC1VQ06DexionBlindBranchTopic "Is it normal for Moth Priests to go blind?" [DIAL:0201A971];;Is it normal for Moth Priests to go blind?;DLC1VQ06 "Unseen Visions" [QUST:02002852];;
33663361;DLC1VQ06DexionBlindBranchTopic00 "What went wrong?" [DIAL:0201A970];;[INFO:0201A981] ('Deciphering one of the Elder Scrolls is nothing like reading a simple book. There's quite a bit of ritual and concentration required.' in GRUP Topic Children of DLC1VQ06DexionBlindBranchTopic00 "What went wrong?" [DIAL:0201A970]);;;;
33663344;;DLC1VQ06DexionBlindBranchTopic00 "What went wrong?" [DIAL:0201A970];;What went wrong?;DLC1VQ06 "Unseen Visions" [QUST:02002852];;
33663313;DLC1VQElderDexionVBranchTopic09 "Carefully gather the bark? How?" [DIAL:0201A94D];;[INFO:0201A951] (in GRUP Topic Children of DLC1VQElderDexionVBranchTopic09 "Carefully gather the bark? How?" [DIAL:0201A94D]);;;;
33663309;;DLC1VQElderDexionVBranchTopic09 "Carefully gather the bark? How?" [DIAL:0201A94D];;Carefully gather the bark? How?;DLC1VQElder "Seeking Disclosure" [QUST:02005DA9];;
33663310;DLC1VQElderDexionBranchTopic09 "Carefully gather the bark? How?" [DIAL:0201A94C];;[INFO:0201A94E] (in GRUP Topic Children of DLC1VQElderDexionBranchTopic09 "Carefully gather the bark? How?" [DIAL:0201A94C]);;;;
33663308;;DLC1VQElderDexionBranchTopic09 "Carefully gather the bark? How?" [DIAL:0201A94C];;Carefully gather the bark? How?;DLC1VQElder "Seeking Disclosure" [QUST:02005DA9];;
33663298;[DIAL:0201A941];;[INFO:0201A942] ('Well, we got the knife... now all we need to do is track down one of those Canticle Trees.' in GRUP Topic Children of [DIAL:0201A941]);;;;
33663297;;[DIAL:0201A941];;;DLC1VQ06 "Unseen Visions" [QUST:02002852];;
33663299;[DIAL:0201A940];;[INFO:0201A943] ('Hope the moths like that bark as much as Dexion said they would.' in GRUP Topic Children of [DIAL:0201A940]);;;;
33663296;;[DIAL:0201A940];;;DLC1VQ06 "Unseen Visions" [QUST:02002852];;
33663300;[DIAL:0201A93F];;[INFO:0201A944] ('Look at them... they've definitely taken a liking to you.' in GRUP Topic Children of [DIAL:0201A93F]);;;;
33663295;;[DIAL:0201A93F];;;DLC1VQ06 "Unseen Visions" [QUST:02002852];;
33623944;DLC1VQCastleGuardHellos [DIAL:0201A916];;[INFO:02010F88] ([R][RE]'Way I hear it, Lady Serana's been gone a real long time.' in GRUP Topic Children of DLC1VQCastleGuardHellos [DIAL:0201A916]);;;;
33663268;DLC1VQCastleGuardHellos [DIAL:0201A916];;[INFO:0201A924] ([R]'After all these years, Lady Serana's back. Now that's something.' in GRUP Topic Children of DLC1VQCastleGuardHellos [DIAL:0201A916]);;;;
33663267;DLC1VQCastleGuardHellos [DIAL:0201A916];;[INFO:0201A923] ([R]'I watch the gate. Ain't much else to tell.' in GRUP Topic Children of DLC1VQCastleGuardHellos [DIAL:0201A916]);;;;
33663266;DLC1VQCastleGuardHellos [DIAL:0201A916];;[INFO:0201A922] ([R]'Lord Harkon's a great man. Best show him the proper respect.' in GRUP Topic Children of DLC1VQCastleGuardHellos [DIAL:0201A916]);;;;
33663265;DLC1VQCastleGuardHellos [DIAL:0201A916];;[INFO:0201A921] ([R][RE]'Go away! We don't suffer trespassers!' in GRUP Topic Children of DLC1VQCastleGuardHellos [DIAL:0201A916]);;;;
33663264;DLC1VQCastleGuardHellos [DIAL:0201A916];;[INFO:0201A920] ([R]'You're not welcome here.' in GRUP Topic Children of DLC1VQCastleGuardHellos [DIAL:0201A916]);;;;
33663263;DLC1VQCastleGuardHellos [DIAL:0201A916];;[INFO:0201A91F] ([R]'Go on, get out of here!' in GRUP Topic Children of DLC1VQCastleGuardHellos [DIAL:0201A916]);;;;
33663254;;DLC1VQCastleGuardHellos [DIAL:0201A916];;;DLC1VQCastleGuard [QUST:0201A415];;
33663253;;DLC1VQCastleGuardGoodbyes [DIAL:0201A915];;;DLC1VQCastleGuard [QUST:0201A415];;
33663280;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A930] ([R]'Revel in your new powers, but do not forget who gave them to you.' in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663279;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A92F] ([R]'As a king is to his subjects, so you are to other vampires.' in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663278;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A92E] ([R]'You've been given a great gift. Do not squander it.' in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663277;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A92D] ([R]'You are welcome here... for now.' in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663276;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A92C] ([R]'It was no mere chance that brought you to me. It was destiny.' in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663275;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A92B] ([R]'Will you be a hunter, or will you be prey?' in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663274;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A92A] ([R] in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663273;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A929] ([R] in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663272;DLC1VQ02Goodbyes [DIAL:0201A914];;[INFO:0201A928] ([R] in GRUP Topic Children of DLC1VQ02Goodbyes [DIAL:0201A914]);;;;
33663252;;DLC1VQ02Goodbyes [DIAL:0201A914];;;DLC1VQ02 "Bloodline" [QUST:02002F65];;
33663271;DLC1VampireTutorialGoodbyes [DIAL:0201A913];;[INFO:0201A927] ([R]'Do not forget the price of your new power. I expect your complete obedience.' in GRUP Topic Children of DLC1VampireTutorialGoodbyes [DIAL:0201A913]);;;;
33663270;DLC1VampireTutorialGoodbyes [DIAL:0201A913];;[INFO:0201A926] ([R]'Remember, you are no mere vampire. You are something far greater.' in GRUP Topic Children of DLC1VampireTutorialGoodbyes [DIAL:0201A913]);;;;
33663269;DLC1VampireTutorialGoodbyes [DIAL:0201A913];;[INFO:0201A925] ([R]'Can you feel the power of the ancient blood coursing through your veins?' in GRUP Topic Children of DLC1VampireTutorialGoodbyes [DIAL:0201A913]);;;;
33663251;;DLC1VampireTutorialGoodbyes [DIAL:0201A913];;;DLC1VampireTutorial "Power of the Blood" [QUST:0201909F];;
33663262;DLC1VampireTutorialHellos [DIAL:0201A912];;[INFO:0201A91E] ([R]'Do as I command, and you will reap the rewards. Defy me, and I can offer you only pain and suffering.' in GRUP Topic Children of DLC1VampireTutorialHellos [DIAL:0201A912]);;;;
33663261;DLC1VampireTutorialHellos [DIAL:0201A912];;[INFO:0201A91D] ([R]'I have kept my end of the bargain, now I expect you to keep yours.' in GRUP Topic Children of DLC1VampireTutorialHellos [DIAL:0201A912]);;;;
33663260;DLC1VampireTutorialHellos [DIAL:0201A912];;[INFO:0201A91C] ([R]'I sense the power of the ancient blood in your veins. It has made you strong.' in GRUP Topic Children of DLC1VampireTutorialHellos [DIAL:0201A912]);;;;
33663250;;DLC1VampireTutorialHellos [DIAL:0201A912];;;DLC1VampireTutorial "Power of the Blood" [QUST:0201909F];;
33663161;DLC1VQ08PostSorineTopic [DIAL:0201A8B8];;[INFO:0201A8B9] ([G][SO]'While I doubt we'll ever be truly rid of vampires in Skyrim, you've certainly made it a much safer place for now.' in GRUP Topic Children of DLC1VQ08PostSorineTopic [DIAL:0201A8B8]);;;;
33663160;;DLC1VQ08PostSorineTopic [DIAL:0201A8B8];;;DLC1VQ08Post "Kindred Judgment" [QUST:0201A1C1];;
33662835;"DialogueFerrySystemIdle" [DIAL:0201A76F];;[INFO:0201A773] ('They say anyone who steps foot on that island will meet an early death... hope you know what you're doing.' in GRUP Topic Children of "DialogueFerrySystemIdle" [DIAL:0201A76F]);;;;
33662834;"DialogueFerrySystemIdle" [DIAL:0201A76F];;[INFO:0201A772] ('Dawnstar doesn't have much of a port, but the miners say its got rich ore veins.' in GRUP Topic Children of "DialogueFerrySystemIdle" [DIAL:0201A76F]);;;;
33662833;"DialogueFerrySystemIdle" [DIAL:0201A76F];;[INFO:0201A771] ('Ah, Solitude. Best port in Skyrim. You should try the Spiced Mead while you're there.' in GRUP Topic Children of "DialogueFerrySystemIdle" [DIAL:0201A76F]);;;;
33662832;"DialogueFerrySystemIdle" [DIAL:0201A76F];;[INFO:0201A770] ('Windhelm eh? City of kings, they say. Hope you packed warm though.' in GRUP Topic Children of "DialogueFerrySystemIdle" [DIAL:0201A76F]);;;;
33662831;;"DialogueFerrySystemIdle" [DIAL:0201A76F];;DialogueFerrySystemIdle;DLC1DialogueFerrySystem "Ferry system dialogue" [QUST:02016848];;
33662579;DLC1DialogueVampireBaseHarkonQuestionsTopic1 "There are some things I want to ask you about." [DIAL:0201A672];;[INFO:0201A673] ('You have earned my trust, so I will share what I can.' in GRUP Topic Children of DLC1DialogueVampireBaseHarkonQuestionsTopic1 "There are some things I want to ask you about." [DIAL:0201A672]);;;;
33662578;;DLC1DialogueVampireBaseHarkonQuestionsTopic1 "There are some things I want to ask you about." [DIAL:0201A672];;There are some things I want to ask you about.;DLC1DialogueVampireBase "Vampire Base Dialogue" [QUST:02004E0C];;
33662580;DLC1DialogueVampireBaseHarkonQuestionsContinue [DIAL:0201A671];;[INFO:0201A674] ('What else do you want to know?' in GRUP Topic Children of DLC1DialogueVampireBaseHarkonQuestionsContinue [DIAL:0201A671]);;;;
33662577;;DLC1DialogueVampireBaseHarkonQuestionsContinue [DIAL:0201A671];;;DLC1DialogueVampireBase "Vampire Base Dialogue" [QUST:02004E0C];;
33662583;DLC1DialogueVampireBaseHarkonQuestionsExit "That's all I wanted to ask." [DIAL:0201A670];;[INFO:0201A677] ('Very well.' in GRUP Topic Children of DLC1DialogueVampireBaseHarkonQuestionsExit "That's all I wanted to ask." [DIAL:0201A670]);;;;
33662576;;DLC1DialogueVampireBaseHarkonQuestionsExit "That's all I wanted to ask." [DIAL:0201A670];;That's all I wanted to ask.;DLC1DialogueVampireBase "Vampire Base Dialogue" [QUST:02004E0C];;
33662582;[DIAL:0201A66F];;[INFO:0201A676] ('Lady Serana's back! Open the gate!' in GRUP Topic Children of [DIAL:0201A66F]);;;;
33662575;;[DIAL:0201A66F];;;DLC1VQCastleGuard [QUST:0201A415];;
33662581;DLC1VQCastleGuardTopic1 [DIAL:0201A66E];;[INFO:0201A675] ([G]'Begone! You're not welcome here!' in GRUP Topic Children of DLC1VQCastleGuardTopic1 [DIAL:0201A66E]);;;;
33662574;;DLC1VQCastleGuardTopic1 [DIAL:0201A66E];;;DLC1VQCastleGuard [QUST:0201A415];;
33662002;DLC1LD_BthalftKatriaDone [DIAL:0201A42C];;[INFO:0201A432] ('And with that... it's done. No one could possibly deny what we've found now.' in GRUP Topic Children of DLC1LD_BthalftKatriaDone [DIAL:0201A42C]);;;DLC1_TIF__0101A432;
33661996;;DLC1LD_BthalftKatriaDone [DIAL:0201A42C];;;DLC1LD_Bthalft [QUST:0200CFFF];;
33662001;DLC1LD_Bthalft_MoreAetherium1b [DIAL:0201A42B];;[INFO:0201A431] ([G]'Make it count. This may be the only chance we ever get to use the Forge.' in GRUP Topic Children of DLC1LD_Bthalft_MoreAetherium1b [DIAL:0201A42B]);;;;
33661995;;DLC1LD_Bthalft_MoreAetherium1b [DIAL:0201A42B];;;DLC1LD_Bthalft [QUST:0200CFFF];;
33661999;DLC1LD_Bthalft_MoreAetherium2 [DIAL:0201A42A];;[INFO:0201A42F] (in GRUP Topic Children of DLC1LD_Bthalft_MoreAetherium2 [DIAL:0201A42A]);;;;Is there any more Aetherium?
33661994;;DLC1LD_Bthalft_MoreAetherium2 [DIAL:0201A42A];;;DLC1LD_Bthalft [QUST:0200CFFF];;
33661997;DLC1LD_Bthalft_WhatNow [DIAL:0201A429];;[INFO:0201A42D] ('For me? I've done what I set out to do.' in GRUP Topic Children of DLC1LD_Bthalft_WhatNow [DIAL:0201A429]);;;;What now?
33661993;;DLC1LD_Bthalft_WhatNow [DIAL:0201A429];;;DLC1LD_Bthalft [QUST:0200CFFF];;
33661913;DLC1VQFVBooksBranchTopic "Any interest in ancient falmer tomes?" [DIAL:0201A3D8];;[INFO:0201A3D9] ('Well, well. I haven't seen one of these beauties in a long time. A rare find in the original falmer language.' in GRUP Topic Children of DLC1VQFVBooksBranchTopic "Any interest in ancient falmer tomes?" [DIAL:0201A3D8]);;;;
33661912;;DLC1VQFVBooksBranchTopic "Any interest in ancient falmer tomes?" [DIAL:0201A3D8];;Any interest in ancient falmer tomes?;DLC1VQFVBooks "Forgotten Vale Books Quest" [QUST:0201A3E4];;
33661919;DLC1VQFVBooksBranchTopic01 "Depends how much you're paying." [DIAL:0201A3D7];;[INFO:0201A3DF] ('Well, considering no one else in Skyrim would buy something they couldn't possibly read, I'd say you don't have much of a choice.' in GRUP Topic Children of DLC1VQFVBooksBranchTopic01 "Depends how much you're paying." [DIAL:0201A3D7]);;;;
33661911;;DLC1VQFVBooksBranchTopic01 "Depends how much you're paying." [DIAL:0201A3D7];;Depends how much you're paying.;DLC1VQFVBooks "Forgotten Vale Books Quest" [QUST:0201A3E4];;
33661918;DLC1VQFVBooksBranchTopic02 "Deal. (Give Book)" [DIAL:0201A3D6];;[INFO:0201A3DE] ([G]'Here you go.' in GRUP Topic Children of DLC1VQFVBooksBranchTopic02 "Deal. (Give Book)" [DIAL:0201A3D6]);;;DLC1_TIF__0101A3DE;
33661910;;DLC1VQFVBooksBranchTopic02 "Deal. (Give Book)" [DIAL:0201A3D6];;Deal. (Give Book);DLC1VQFVBooks "Forgotten Vale Books Quest" [QUST:0201A3E4];;
33661916;DLC1VQFVBooksBranchTopic03 "Let me think about it." [DIAL:0201A3D5];;[INFO:0201A3DC] ('Suit yourself. I'm not going anywhere.' in GRUP Topic Children of DLC1VQFVBooksBranchTopic03 "Let me think about it." [DIAL:0201A3D5]);;;DLC1_TIF__0101A3DC;
33661909;;DLC1VQFVBooksBranchTopic03 "Let me think about it." [DIAL:0201A3D5];;Let me think about it.;DLC1VQFVBooks "Forgotten Vale Books Quest" [QUST:0201A3E4];;
33661917;DLC1VQFVBooksReturnBranchTopic "I have another ancient falmer tome." [DIAL:0201A3D4];;[INFO:0201A3DD] ('My offer is still a thousand. Did you want to sell?' in GRUP Topic Children of DLC1VQFVBooksReturnBranchTopic "I have another ancient falmer tome." [DIAL:0201A3D4]);;;;
33661908;;DLC1VQFVBooksReturnBranchTopic "I have another ancient falmer tome." [DIAL:0201A3D4];;I have another ancient falmer tome.;DLC1VQFVBooks "Forgotten Vale Books Quest" [QUST:0201A3E4];;
33661915;DLC1VQFVBooksReturnBranchTopic01 "Deal. (Give Book)" [DIAL:0201A3D3];;[INFO:0201A3DB] ([G]'Here you go.' in GRUP Topic Children of DLC1VQFVBooksReturnBranchTopic01 "Deal. (Give Book)" [DIAL:0201A3D3]);;;DLC1_TIF__0101A3DB;
33661907;;DLC1VQFVBooksReturnBranchTopic01 "Deal. (Give Book)" [DIAL:0201A3D3];;Deal. (Give Book);DLC1VQFVBooks "Forgotten Vale Books Quest" [QUST:0201A3E4];;
33661914;DLC1VQFVBooksReturnBranchTopic02 "I'm going to hold onto it." [DIAL:0201A3D2];;[INFO:0201A3DA] ('If you're holding out for more gold, it's never going to happen.' in GRUP Topic Children of DLC1VQFVBooksReturnBranchTopic02 "I'm going to hold onto it." [DIAL:0201A3D2]);;;;
33661906;;DLC1VQFVBooksReturnBranchTopic02 "I'm going to hold onto it." [DIAL:0201A3D2];;I'm going to hold onto it.;DLC1VQFVBooks "Forgotten Vale Books Quest" [QUST:0201A3E4];;
33661892;[DIAL:0201A3C3];;[INFO:0201A3C4] ('They threw me out, Tolan!' in GRUP Topic Children of [DIAL:0201A3C3]);;;;
33661891;;[DIAL:0201A3C3];;;DLC1HunterBaseIntro "A New Order" [QUST:02004E24];;
33661900;[DIAL:0201A3C2];;[INFO:0201A3CC] ('I know, and I'm sorry that happened. But now...' in GRUP Topic Children of [DIAL:0201A3C2]);;;;
33661890;;[DIAL:0201A3C2];;;DLC1HunterBaseIntro "A New Order" [QUST:02004E24];;
33661762;DLC1SoulCairnMerchantStartTopic05 "Fair enough. What do you have?" [DIAL:0201A341];;[INFO:0201A342] ('Odds and ends I've gathered over the years. Well, used to gather before all of this nonsense happened to me.' in GRUP Topic Children of DLC1SoulCairnMerchantStartTopic05 "Fair enough. What do you have?" [DIAL:0201A341]);;;DLC1_TIF__0101A342;
33661761;;DLC1SoulCairnMerchantStartTopic05 "Fair enough. What do you have?" [DIAL:0201A341];;Fair enough. What do you have?;DLC1SoulCairnHuskMerchant "Soul Cairn Husk Merchant" [QUST:02016352];;
33661758;DLC1SoulCairnHuskMerchantSpell "A spell tome. (25 husks)" [DIAL:0201A33D];;[INFO:0201A33E] ([G]'Sure. Here you go. Can't understand a word of it, maybe it will do you some good.' in GRUP Topic Children of DLC1SoulCairnHuskMerchantSpell "A spell tome. (25 husks)" [DIAL:0201A33D]);;;DLC1_TIF__0101A33E;
33661757;;DLC1SoulCairnHuskMerchantSpell "A spell tome. (25 husks)" [DIAL:0201A33D];;A spell tome. (25 husks);DLC1SoulCairnHuskMerchant "Soul Cairn Husk Merchant" [QUST:02016352];;
33661751;DLC1SoulCairnMerchantStartTopic04 "There must be something you want." [DIAL:0201A334];;[INFO:0201A337] ('I'll tell you what. I appreciate what you're trying to do, so I'll play along.' in GRUP Topic Children of DLC1SoulCairnMerchantStartTopic04 "There must be something you want." [DIAL:0201A334]);;;;
33661748;;DLC1SoulCairnMerchantStartTopic04 "There must be something you want." [DIAL:0201A334];;There must be something you want.;DLC1SoulCairnHuskMerchant "Soul Cairn Husk Merchant" [QUST:02016352];;
33661719;DLC1VQ08VampireBlockerTopic [DIAL:0201A30F];;[INFO:0201A317] ([G]'Auriel's Bow is ours. Deliver it to Lord Harkon at once, so we can reap the benefits of this prophecy.' in GRUP Topic Children of DLC1VQ08VampireBlockerTopic [DIAL:0201A30F]);;;;
