Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
861119;;MQ301JarlReadyToTrapTopic "It's the only way to find Alduin before it's too late." [DIAL:000D23BF];;It's the only way to find Alduin before it's too late.;MQ301 "The Fallen" [QUST:00044C56];;
828976;MQ106DelphineIntroA4 "The Greybeards are right. I am Dragonborn." [DIAL:000CA62D];;[INFO:000CA630] ('I hope so. But you'll forgive me if I don't assume that something's true just because the Greybeards say so.' in GRUP Topic Children of MQ106DelphineIntroA4 "The Greybeards are right. I am Dragonborn." [DIAL:000CA62D]);;;;
828973;;MQ106DelphineIntroA4 "The Greybeards are right. I am Dragonborn." [DIAL:000CA62D];;The Greybeards are right. I am Dragonborn.;MQ106 "A Blade in the Dark" [QUST:00032926];;
100665365;MQ106DelphineIntroA0 "What of it?" [DIAL:000C6599];;[INFO:FE021815] ([G]'...' in GRUP Topic Children of MQ106DelphineIntroA0 "What of it?" [DIAL:000C6599]);;;TIF__010012D9;
812450;MQ106DelphineIntroA0 "What of it?" [DIAL:000C6599];;[INFO:000C65A2] ([G]'I think you're looking for this.' in GRUP Topic Children of MQ106DelphineIntroA0 "What of it?" [DIAL:000C6599]);;;TIF__000C65A2;
812441;;MQ106DelphineIntroA0 "What of it?" [DIAL:000C6599];;What of it?;MQ106 "A Blade in the Dark" [QUST:00032926];;
550042;MQ106DelpineIntroExclusiveC2Horn "Why did you take the horn from Ustengrav?" [DIAL:00086497];;[INFO:0008649A] ('I knew the Greybeards would send you there if they thought you were Dragonborn. They're nothing if not predictable.' in GRUP Topic Children of MQ106DelpineIntroExclusiveC2Horn "Why did you take the horn from Ustengrav?" [DIAL:00086497]);;;TIF__0008649A;
550039;;MQ106DelpineIntroExclusiveC2Horn "Why did you take the horn from Ustengrav?" [DIAL:00086497];;Why did you take the horn from Ustengrav?;MQ106 "A Blade in the Dark" [QUST:00032926];;
536661;MQ106DelphineIntroB3 "I just came here for the horn." [DIAL:0008304A];;[INFO:00083055] ('And now you have it. No harm done.' in GRUP Topic Children of MQ106DelphineIntroB3 "I just came here for the horn." [DIAL:0008304A]);;;TIF__00083055;
536650;;MQ106DelphineIntroB3 "I just came here for the horn." [DIAL:0008304A];;I just came here for the horn.;MQ106 "A Blade in the Dark" [QUST:00032926];;
377596;MQ106DelphineIntroA3 "Sorry, I'm supposed to be meeting someone here." [DIAL:0005C2FB];;[INFO:0005C2FC] ('I hope you're just playing dumb. I'm the one who left the note in Ustengrav.' in GRUP Topic Children of MQ106DelphineIntroA3 "Sorry, I'm supposed to be meeting someone here." [DIAL:0005C2FB]);;;;
377595;;MQ106DelphineIntroA3 "Sorry, I'm supposed to be meeting someone here." [DIAL:0005C2FB];;Sorry, I'm supposed to be meeting someone here.;MQ106 "A Blade in the Dark" [QUST:00032926];;
207111;MQ106DelphineIntroA1 "You're the one who took the horn?" [DIAL:000328F6];;[INFO:00032907] ('Surprised? I guess I'm getting pretty good at my harmless innkeeper act.' in GRUP Topic Children of MQ106DelphineIntroA1 "You're the one who took the horn?" [DIAL:000328F6]);;;;
207094;;MQ106DelphineIntroA1 "You're the one who took the horn?" [DIAL:000328F6];;You're the one who took the horn?;MQ106 "A Blade in the Dark" [QUST:00032926];;
207116;MQ106DelphineIntroExclusiveTopic "I just came here for the horn." [DIAL:000328F2];;[INFO:0003290C] ('You ready to hear me out?' in GRUP Topic Children of MQ106DelphineIntroExclusiveTopic "I just came here for the horn." [DIAL:000328F2]);;;;
207115;MQ106DelphineIntroExclusiveTopic "I just came here for the horn." [DIAL:000328F2];;[INFO:0003290B] ([SO] in GRUP Topic Children of MQ106DelphineIntroExclusiveTopic "I just came here for the horn." [DIAL:000328F2]);;;TIF__0003290B;
207090;;MQ106DelphineIntroExclusiveTopic "I just came here for the horn." [DIAL:000328F2];;I just came here for the horn.;MQ106 "A Blade in the Dark" [QUST:00032926];;
