Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
33793121;DLC2MH02ChiefTopic1Topic "Why did you take over Thirsk?" [DIAL:0403A460];;[INFO:0403A461] ('Hot fire. Cold dizzydrink. Happy tribe.' in GRUP Topic Children of DLC2MH02ChiefTopic1Topic "Why did you take over Thirsk?" [DIAL:0403A460]);;;;
33793120;;DLC2MH02ChiefTopic1Topic "Why did you take over Thirsk?" [DIAL:0403A460];;Why did you take over Thirsk?;DLC2MH02 "The Chief of Thirsk Hall" [QUST:0401A50C];;
33793125;DLC2MH02ChiefTopic2Topic "Where did you live before you were here?" [DIAL:0403A45F];;[INFO:0403A465] ('Tribe-kin live all places. All of world within great water.' in GRUP Topic Children of DLC2MH02ChiefTopic2Topic "Where did you live before you were here?" [DIAL:0403A45F]);;;;
33793119;;DLC2MH02ChiefTopic2Topic "Where did you live before you were here?" [DIAL:0403A45F];;Where did you live before you were here?;DLC2MH02 "The Chief of Thirsk Hall" [QUST:0401A50C];;
33793083;DLC2MQ01WizardWhoBranchTopic "Who are you? What are you doing here?" [DIAL:0403A439];;[INFO:0403A43B] ('It's true that I normally prefer to stay home and conduct my research in peace. Everything's so much more convenient there.' in GRUP Topic Children of DLC2MQ01WizardWhoBranchTopic "Who are you? What are you doing here?" [DIAL:0403A439]);;;;What are you doing here?
33793081;;DLC2MQ01WizardWhoBranchTopic "Who are you? What are you doing here?" [DIAL:0403A439];;Who are you? What are you doing here?;DLC2MQ01 "Dragonborn" [QUST:04017F8E];;
33792986;DLC2WB01SharedInfo [DIAL:0403A3D9];;DLC2WB01SharedInfo1 [INFO:0403A3DA] ('I... I understand. That's not an existence I would wish on anyone.' in GRUP Topic Children of DLC2WB01SharedInfo [DIAL:0403A3D9]);;;;
33792985;;DLC2WB01SharedInfo [DIAL:0403A3D9];;;DLC2WB01 "Filial Bonds" [QUST:040209AE];;
33792779;[DIAL:0403A2F2];;[INFO:0403A30B] ('Drovas, where's my tea?' in GRUP Topic Children of [DIAL:0403A2F2]);;;;
33792754;;[DIAL:0403A2F2];;;DLC2TelMithrynDrovasNelothScene02 [QUST:0403A317];;
33792775;[DIAL:0403A2F1];;[INFO:0403A307] ('I'll go fetch some, Master Neloth. Canis root, right?' in GRUP Topic Children of [DIAL:0403A2F1]);;;;
33792753;;[DIAL:0403A2F1];;;DLC2TelMithrynDrovasNelothScene02 [QUST:0403A317];;
33792772;[DIAL:0403A2F0];;[INFO:0403A304] ('Yes, yes. Canis root tea. And don't let Ulves water it down.' in GRUP Topic Children of [DIAL:0403A2F0]);;;;
33792752;;[DIAL:0403A2F0];;;DLC2TelMithrynDrovasNelothScene02 [QUST:0403A317];;
33792769;[DIAL:0403A2EF];;[INFO:0403A301] ('Master Neloth, the silt strider traders just dropped off some supplies.' in GRUP Topic Children of [DIAL:0403A2EF]);;;;
33792751;;[DIAL:0403A2EF];;;DLC2TelMithrynDrovasNelothScene01 [QUST:0403A319];;
33792766;[DIAL:0403A2EE];;[INFO:0403A2FE] ('What did they bring? Books? Soul gems?' in GRUP Topic Children of [DIAL:0403A2EE]);;;;
33792750;;[DIAL:0403A2EE];;;DLC2TelMithrynDrovasNelothScene01 [QUST:0403A319];;
33792763;[DIAL:0403A2ED];;[INFO:0403A2FB] ('Mostly books. There were a couple of soul gems, some ingredients for Elynea, and some strange wood.' in GRUP Topic Children of [DIAL:0403A2ED]);;;;
33792749;;[DIAL:0403A2ED];;;DLC2TelMithrynDrovasNelothScene01 [QUST:0403A319];;
33792760;[DIAL:0403A2EC];;[INFO:0403A2F8] ('Ah! The wood is for the staffs. Put them away when you get a chance. But don't get in my way.' in GRUP Topic Children of [DIAL:0403A2EC]);;;;
33792748;;[DIAL:0403A2EC];;;DLC2TelMithrynDrovasNelothScene01 [QUST:0403A319];;
33792758;[DIAL:0403A2EB];;[INFO:0403A2F6] ('Master Neloth is preparing to... well, it's better if you don't know.' in GRUP Topic Children of [DIAL:0403A2EB]);;;;
33792747;;[DIAL:0403A2EB];;;DLC2TelMithrynDrovasTalvasScene02 [QUST:0403A31B];;
33792756;[DIAL:0403A2EA];;[INFO:0403A2F4] ('Unearthly screams?' in GRUP Topic Children of [DIAL:0403A2EA]);;;;
33792746;;[DIAL:0403A2EA];;;DLC2TelMithrynDrovasTalvasScene02 [QUST:0403A31B];;
33792778;[DIAL:0403A2E9];;[INFO:0403A30A] ('You better get used to this, Drovas. This isn't that unusual for Tel Mithryn.' in GRUP Topic Children of [DIAL:0403A2E9]);;;;
33792745;;[DIAL:0403A2E9];;;DLC2TelMithrynDrovasTalvasScene02 [QUST:0403A31B];;
33792774;[DIAL:0403A2E8];;[INFO:0403A306] ('I know, I know.' in GRUP Topic Children of [DIAL:0403A2E8]);;;;
33792744;;[DIAL:0403A2E8];;;DLC2TelMithrynDrovasTalvasScene02 [QUST:0403A31B];;
33792771;[DIAL:0403A2E7];;[INFO:0403A303] ('How are your ears, Talvas?' in GRUP Topic Children of [DIAL:0403A2E7]);;;;
33792743;;[DIAL:0403A2E7];;;DLC2TelMithrynDrovasTalvasScene01 [QUST:0403A31D];;
33792768;[DIAL:0403A2E6];;[INFO:0403A300] ('They're back to regular size. It didn't hurt nearly as much this time.' in GRUP Topic Children of [DIAL:0403A2E6]);;;;
33792742;;[DIAL:0403A2E6];;;DLC2TelMithrynDrovasTalvasScene01 [QUST:0403A31D];;
33792765;[DIAL:0403A2E5];;[INFO:0403A2FD] ('I don't understand why you let him do these things to you.' in GRUP Topic Children of [DIAL:0403A2E5]);;;;
33792741;;[DIAL:0403A2E5];;;DLC2TelMithrynDrovasTalvasScene01 [QUST:0403A31D];;
33792762;[DIAL:0403A2E4];;[INFO:0403A2FA] ('Master Neloth is the most powerful wizard of House Telvanni. Maybe the most powerful in all of Morrowind.' in GRUP Topic Children of [DIAL:0403A2E4]);;;;
33792740;;[DIAL:0403A2E4];;;DLC2TelMithrynDrovasTalvasScene01 [QUST:0403A31D];;
33792759;[DIAL:0403A2E3];;[INFO:0403A2F7] ('I miss Varona. She used to help me with the gardening.' in GRUP Topic Children of [DIAL:0403A2E3]);;;;
33792739;;[DIAL:0403A2E3];;;DLC2TelMithrynDrovasElyneaScene01 [QUST:0403A31F];;
33792757;[DIAL:0403A2E2];;[INFO:0403A2F5] ('I can't help it if I have a black thumb. It's like the mushrooms hate me.' in GRUP Topic Children of [DIAL:0403A2E2]);;;;
33792738;;[DIAL:0403A2E2];;;DLC2TelMithrynDrovasElyneaScene01 [QUST:0403A31F];;
33792755;[DIAL:0403A2E1];;[INFO:0403A2F3] ('It's not your fault, Drovas. You do other things well.' in GRUP Topic Children of [DIAL:0403A2E1]);;;;
33792737;;[DIAL:0403A2E1];;;DLC2TelMithrynDrovasElyneaScene01 [QUST:0403A31F];;
33792777;[DIAL:0403A2E0];;[INFO:0403A309] ('Thank you. I didn't mean to be so defensive.' in GRUP Topic Children of [DIAL:0403A2E0]);;;;
33792736;;[DIAL:0403A2E0];;;DLC2TelMithrynDrovasElyneaScene01 [QUST:0403A31F];;
33792773;[DIAL:0403A2DF];;[INFO:0403A305] ('Do you ever get lonely out here in the middle of nowhere?' in GRUP Topic Children of [DIAL:0403A2DF]);;;;
33792735;;[DIAL:0403A2DF];;;DLC2TelMithrynDrovasElyneaScene02 [QUST:0403A321];;
33792770;[DIAL:0403A2DE];;[INFO:0403A302] ('You complain too much.' in GRUP Topic Children of [DIAL:0403A2DE]);;;;
33792734;;[DIAL:0403A2DE];;;DLC2TelMithrynDrovasElyneaScene02 [QUST:0403A321];;
33792764;[DIAL:0403A2DD];;[INFO:0403A2FC] ('I suppose you're right. At least here I'm safe from Mogrul.' in GRUP Topic Children of [DIAL:0403A2DD]);;;;
33792733;;[DIAL:0403A2DD];;;DLC2TelMithrynDrovasElyneaScene02 [QUST:0403A321];;
33792761;[DIAL:0403A2DC];;[INFO:0403A2F9] ('She lives. Seek her in Highpoint Tower.' in GRUP Topic Children of [DIAL:0403A2DC]);;;;
33792732;;[DIAL:0403A2DC];;;DLC2TT2 "Old Friends" [QUST:040195A1];;
33792730;DLC2DialogueSkaalVillageMorwenBranch3Topic1 "Have the dragons made life more difficult for the Skaal?" [DIAL:0403A2D8];;[INFO:0403A2DA] ('Well, the dragons are a constant danger, but so far they have taken little interest in our village. Thank the All-Maker for that!' in GRUP Topic Children of DLC2DialogueSkaalVillageMorwenBranch3Topic1 "Have the dragons made life more difficult for the Skaal?" [DIAL:0403A2D8]);;;;
33792728;;DLC2DialogueSkaalVillageMorwenBranch3Topic1 "Have the dragons made life more difficult for the Skaal?" [DIAL:0403A2D8];;Have the dragons made life more difficult for the Skaal?;DLC2DialogueSkaalVillage "Skaal Village Dialogue" [QUST:04019B49];;
33792729;DLC2SkaalVillageFreeform1Branch1Topic3 "Did she ever return here?" [DIAL:0403A2D7];;[INFO:0403A2D9] ('Sadly, no. She died in Falkreath, where I was born.' in GRUP Topic Children of DLC2SkaalVillageFreeform1Branch1Topic3 "Did she ever return here?" [DIAL:0403A2D7]);;;;
33792727;;DLC2SkaalVillageFreeform1Branch1Topic3 "Did she ever return here?" [DIAL:0403A2D7];;Did she ever return here?;DLC2SkaalVillageFreeform1 "Skaal Village Dialogue" [QUST:0402C8AA];;
33792679;DLC2dunKolbjornQST_Phase3_HowMuch3Topic [DIAL:0403A2A6];;[INFO:0403A2A7] (in GRUP Topic Children of DLC2dunKolbjornQST_Phase3_HowMuch3Topic [DIAL:0403A2A6]);;;DLC2_TIF__0203A2A7;You can't be serious.
33792678;;DLC2dunKolbjornQST_Phase3_HowMuch3Topic [DIAL:0403A2A6];;;DLC2dunKolbjornQST "Unearthed" [QUST:0401810B];;
33792608;DLC2WE14_Topic02 [DIAL:0403A25F];;[INFO:0403A260] ([G]'If you ever need aid, seek out Majni's pack, up at Frostmoon Crag. They've long welcomed outsiders.' in GRUP Topic Children of DLC2WE14_Topic02 [DIAL:0403A25F]);;;DLC2_TIF__0203A260;
33792607;;DLC2WE14_Topic02 [DIAL:0403A25F];;;DLC2WE14 "Frostmoon Invitation" [QUST:040398A3];;
33792318;DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135];;[INFO:0403A13E] ([R] in GRUP Topic Children of DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135]);;;;
33792317;DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135];;[INFO:0403A13D] ([R] in GRUP Topic Children of DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135]);;;;
33792316;DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135];;[INFO:0403A13C] ([R] in GRUP Topic Children of DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135]);;;;
33792315;DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135];;[INFO:0403A13B] ([R] in GRUP Topic Children of DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135]);;;;
33792314;DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135];;[INFO:0403A13A] ([R] in GRUP Topic Children of DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135]);;;;
33792313;DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135];;[INFO:0403A139] ('Can't say I'd mind heading out of here. I still need to get paid, of course.' in GRUP Topic Children of DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135]);;;;
33792309;;DLC2DRRGjalundPassageWindhelmTopic "I'd like passage back to Skyrim." [DIAL:0403A135];;I'd like passage back to Skyrim.;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33792325;[DIAL:0403A134];;[INFO:0403A145] ([R]'There's something... wrong here.' in GRUP Topic Children of [DIAL:0403A134]);;;DLC2_TIF__0203A145;
33792324;[DIAL:0403A134];;[INFO:0403A144] ([R]'Hmm. Reminds me of the standing stones back home.' in GRUP Topic Children of [DIAL:0403A134]);;;DLC2_TIF__0203A144;
33792323;[DIAL:0403A134];;[INFO:0403A143] ([R]'Someone's been busy.' in GRUP Topic Children of [DIAL:0403A134]);;;DLC2_TIF__0203A143;
33792322;[DIAL:0403A134];;[INFO:0403A142] ([SO]'I've heard tales of the mushroom towers of Morrowind. Never thought I'd see one.' in GRUP Topic Children of [DIAL:0403A134]);;;DLC2_TIF__0203A142;
33792321;[DIAL:0403A134];;[INFO:0403A141] ([SO]'So this is Raven Rock, eh? Not all that much to look at.' in GRUP Topic Children of [DIAL:0403A134]);;;DLC2_TIF__0203A141;
33792308;;[DIAL:0403A134];;;DLC2MQ00 [QUST:04026242];;
33792298;DLC2TelMithrynWhereNelothTopic "Where is Master Neloth?" [DIAL:0403A129];;[INFO:0403A12A] ('He's off doing research in Raven Rock. I think.' in GRUP Topic Children of DLC2TelMithrynWhereNelothTopic "Where is Master Neloth?" [DIAL:0403A129]);;;;
33792297;;DLC2TelMithrynWhereNelothTopic "Where is Master Neloth?" [DIAL:0403A129];;Where is Master Neloth?;DLC2DialogueTelMithryn [QUST:04017E85];;
33791940;DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC];;[INFO:04039FC4] ([R][RE]'It's the homeland of the dunmer. The lesser races call us dark elves.' in GRUP Topic Children of DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC]);;;;
33791939;DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC];;[INFO:04039FC3] ([R]'It is the only place where silt striders can be found.' in GRUP Topic Children of DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC]);;;;
33791938;DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC];;[INFO:04039FC2] ([R]'There is the big island of Vvardenfell, and the coastal mainland.' in GRUP Topic Children of DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC]);;;;
33791937;DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC];;[INFO:04039FC1] ([R]'The ignorant think it is only a place of ash and lava.' in GRUP Topic Children of DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC]);;;;
33791936;DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC];;[INFO:04039FC0] ([R]'When the city of Vivec was destroyed, it took decades for us to rebuild.' in GRUP Topic Children of DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC]);;;;
33791935;DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC];;[INFO:04039FBF] ([R]'You are too young to remember the Nerevarine. He defeated Dagoth Ur and saved us all from the blight.' in GRUP Topic Children of DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC]);;;;
33791934;DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC];;[INFO:04039FBE] ([R]'Red Mountain dominates the island. Every now and then ash and debris from an eruption land on our shores.' in GRUP Topic Children of DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC]);;;;
33791932;;DLC2TelMithrynMorrowindTopic "What can you tell me about Morrowind?" [DIAL:04039FBC];;What can you tell me about Morrowind?;DLC2DialogueTelMithryn [QUST:04017E85];;
33791933;DLC2TelMithrynOutToGetMeTopic "You think someone is out to get you?" [DIAL:04039FBB];;[INFO:04039FBD] ([SO]'I don't know. But I mean to find out.' in GRUP Topic Children of DLC2TelMithrynOutToGetMeTopic "You think someone is out to get you?" [DIAL:04039FBB]);;;;
33791931;;DLC2TelMithrynOutToGetMeTopic "You think someone is out to get you?" [DIAL:04039FBB];;You think someone is out to get you?;DLC2DialogueTelMithryn [QUST:04017E85];;
33791564;DLC2DRRSapphireBranchTopic "I think this belongs to you. (Give Glover's Letter)" [DIAL:04039E4B];;[INFO:04039E4C] ('I... I can't believe it. All those years on the farm, and my mother never told me about any of this.' in GRUP Topic Children of DLC2DRRSapphireBranchTopic "I think this belongs to you. (Give Glover's Letter)" [DIAL:04039E4B]);;;DLC2_TIF__02039E4C;
33791563;;DLC2DRRSapphireBranchTopic "I think this belongs to you. (Give Glover's Letter)" [DIAL:04039E4B];;I think this belongs to you. (Give Glover's Letter);DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33791459;;DLC2WE01Hellos [DIAL:04039DE3];;;DLC2WE01 "Hunters chasing" [QUST:0401F980];;
33791458;;DLC2WE01Goodbyes [DIAL:04039DE2];;;DLC2WE01 "Hunters chasing" [QUST:0401F980];;
33791441;DLC2DRRGjalundMQIntroA1 "Are you the captain of the Northern Maiden?" [DIAL:04039DC7];;[INFO:04039DD1] ([SO]'Sure. Yeah. That's me. Why? Who sent you?' in GRUP Topic Children of DLC2DRRGjalundMQIntroA1 "Are you the captain of the Northern Maiden?" [DIAL:04039DC7]);;;;
33791431;;DLC2DRRGjalundMQIntroA1 "Are you the captain of the Northern Maiden?" [DIAL:04039DC7];;Are you the captain of the Northern Maiden?;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33791439;DLC2DRRGjalundMQIntroB1 "Solstheim? Where's that?" [DIAL:04039DC6];;[INFO:04039DCF] ('Surprised you've never heard of it.' in GRUP Topic Children of DLC2DRRGjalundMQIntroB1 "Solstheim? Where's that?" [DIAL:04039DC6]);;;;
33791430;;DLC2DRRGjalundMQIntroB1 "Solstheim? Where's that?" [DIAL:04039DC6];;Solstheim? Where's that?;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33791436;DLC2DRRGjalundMQIntroB2 "What happened? Why won't you go back?" [DIAL:04039DC5];;[INFO:04039DCC] (in GRUP Topic Children of DLC2DRRGjalundMQIntroB2 "What happened? Why won't you go back?" [DIAL:04039DC5]);;;;
33791429;;DLC2DRRGjalundMQIntroB2 "What happened? Why won't you go back?" [DIAL:04039DC5];;What happened? Why won't you go back?;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33791433;DLC2DRRGjalundMQIntroA2 "I was attacked by some cultists who came here on your ship." [DIAL:04039DC4];;[INFO:04039DC9] ('Now hold on! That wasn't my fault... I didn't know they were going to attack anybody. I don't even know how I got here.' in GRUP Topic Children of DLC2DRRGjalundMQIntroA2 "I was attacked by some cultists who came here on your ship." [DIAL:04039DC4]);;;;
33791428;;DLC2DRRGjalundMQIntroA2 "I was attacked by some cultists who came here on your ship." [DIAL:04039DC4];;I was attacked by some cultists who came here on your ship.;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33791432;DLC2DRRGjalundMQIntroA3 "How can you not know how you got here? You sailed here, right?" [DIAL:04039DC3];;[INFO:04039DC8] (in GRUP Topic Children of DLC2DRRGjalundMQIntroA3 "How can you not know how you got here? You sailed here, right?" [DIAL:04039DC3]);;;;
33791427;;DLC2DRRGjalundMQIntroA3 "How can you not know how you got here? You sailed here, right?" [DIAL:04039DC3];;How can you not know how you got here? You sailed here, right?;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33791451;DLC2DRRGjalundMQIntroC1 "Yes, you are. You're taking me to Solstheim." [DIAL:04039DC2];;[INFO:04039DDB] ('Have you been listening to me? I'm not going back there.' in GRUP Topic Children of DLC2DRRGjalundMQIntroC1 "Yes, you are. You're taking me to Solstheim." [DIAL:04039DC2]);;;;
33791426;;DLC2DRRGjalundMQIntroC1 "Yes, you are. You're taking me to Solstheim." [DIAL:04039DC2];;Yes, you are. You're taking me to Solstheim.;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33791446;DLC2DRRGjalundMQIntroB3 "What happened?" [DIAL:04039DC1];;[INFO:04039DD6] (in GRUP Topic Children of DLC2DRRGjalundMQIntroB3 "What happened?" [DIAL:04039DC1]);;;DLC2_TIF__02039DD6;
33791445;DLC2DRRGjalundMQIntroB3 "What happened?" [DIAL:04039DC1];;[INFO:04039DD5] ('There's been something strange happening on Solstheim for a while, but this... this is something else. I hope you get to the bottom of it.' in GRUP Topic Children of DLC2DRRGjalundMQIntroB3 "What happened?" [DIAL:04039DC1]);;;;
33791425;;DLC2DRRGjalundMQIntroB3 "What happened?" [DIAL:04039DC1];;What happened?;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
