Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
1111697;[DIAL:0010F68A];;[INFO:0010F691] ([R] in GRUP Topic Children of [DIAL:0010F68A]);;;;
1111696;[DIAL:0010F68A];;[INFO:0010F690] ([R] in GRUP Topic Children of [DIAL:0010F68A]);;;;
1111695;[DIAL:0010F68A];;[INFO:0010F68F] ([R] in GRUP Topic Children of [DIAL:0010F68A]);;;;
1111694;[DIAL:0010F68A];;[INFO:0010F68E] ([R] in GRUP Topic Children of [DIAL:0010F68A]);;;;
1111693;[DIAL:0010F68A];;[INFO:0010F68D] ([R] in GRUP Topic Children of [DIAL:0010F68A]);;;;
1111692;[DIAL:0010F68A];;[INFO:0010F68C] ([R] in GRUP Topic Children of [DIAL:0010F68A]);;;;
1111690;;[DIAL:0010F68A];;;MQ101 "Unbound" [QUST:0003372B];;
1111664;[DIAL:0010F66E];;[INFO:0010F670] (in GRUP Topic Children of [DIAL:0010F66E]);;;;
1111662;;[DIAL:0010F66E];;;CreatureDialogueFox "CreatureDialogueFox" [QUST:0010F676];;
1111663;[DIAL:0010F66D];;[INFO:0010F66F] (in GRUP Topic Children of [DIAL:0010F66D]);;;;
1111661;;[DIAL:0010F66D];;;CreatureDialogueFox "CreatureDialogueFox" [QUST:0010F676];;
1111441;DA03StartLodRewardBranch "He ended up being a lot more trouble than he was worth." [DIAL:0010F58F];;[INFO:0010F591] (in GRUP Topic Children of DA03StartLodRewardBranch "He ended up being a lot more trouble than he was worth." [DIAL:0010F58F]);;;;
1111439;;DA03StartLodRewardBranch "He ended up being a lot more trouble than he was worth." [DIAL:0010F58F];;He ended up being a lot more trouble than he was worth.;DA03Start [QUST:000D7939];;
1111440;DA03StartLodRewardGoodbye [DIAL:0010F58E];;[INFO:0010F590] ([G] in GRUP Topic Children of DA03StartLodRewardGoodbye [DIAL:0010F58E]);;;TIF__0010F590;
1111438;;DA03StartLodRewardGoodbye [DIAL:0010F58E];;;DA03Start [QUST:000D7939];;
1110414;[DIAL:0010EEA4];;[INFO:0010F18E] (in GRUP Topic Children of [DIAL:0010EEA4]);;;;
1110413;[DIAL:0010EEA4];;[INFO:0010F18D] (in GRUP Topic Children of [DIAL:0010EEA4]);;;;
1109669;[DIAL:0010EEA4];;[INFO:0010EEA5] (in GRUP Topic Children of [DIAL:0010EEA4]);;;;
1109668;;[DIAL:0010EEA4];;;DialogueGeneric "Generic dialogue" [QUST:00013EB3];;
1109143;;MS11RobesQuestionBranchTopic "Do you know anything about these robes?" [DIAL:0010EC97];;Do you know anything about these robes?;MS11 "Blood on the Ice" [QUST:0001F7A3];;
1109141;;MS11KnivesQuestionBranchTopic "Do you know about draugr embalming blades?" [DIAL:0010EC95];;Do you know about draugr embalming blades?;MS11 "Blood on the Ice" [QUST:0001F7A3];;
1108924;[DIAL:0010EBBA];;[INFO:0010EBBC] ('To return to its past glory, it must first drink the blood of deceit.' in GRUP Topic Children of [DIAL:0010EBBA]);;;;
1108922;;[DIAL:0010EBBA];;;DA08 "The Whispering Door" [QUST:0004A37B];;
95017;[DIAL:0010EBB9];;[INFO:00017329] (in GRUP Topic Children of [DIAL:0010EBB9]);;;;
1108923;[DIAL:0010EBB9];;[INFO:0010EBBB] ('To return to its past glory, it must reacquaint itself with the hatred of this world.' in GRUP Topic Children of [DIAL:0010EBB9]);;;;
1108921;;[DIAL:0010EBB9];;;DA08 "The Whispering Door" [QUST:0004A37B];;
1108935;[DIAL:0010EBB8];;[INFO:0010EBC7] ('Your world is admirably seeped in lies and inclinations. My blade is a darling leech that feeds on deceptions, and nourishes its master.' in GRUP Topic Children of [DIAL:0010EBB8]);;;;
1108920;;[DIAL:0010EBB8];;;DA08 "The Whispering Door" [QUST:0004A37B];;
1108933;[DIAL:0010EBB7];;[INFO:0010EBC5] ('Seek out those closest to you. The final pluck of their misguided heartstrings will accompany my blade in the song of your grandeur.' in GRUP Topic Children of [DIAL:0010EBB7]);;;;
1108919;;[DIAL:0010EBB7];;;DA08 "The Whispering Door" [QUST:0004A37B];;
1108931;[DIAL:0010EBB6];;[INFO:0010EBC3] ('The blade will feed on the ire of Tamriel. Bathe in your infamy. Feel the weight of their loathing, and my power will course through it once more.' in GRUP Topic Children of [DIAL:0010EBB6]);;;;
1108918;;[DIAL:0010EBB6];;;DA08 "The Whispering Door" [QUST:0004A37B];;
1108929;DA08SharedInfos [DIAL:0010EBB5];;DA08MephalaGratsDoneShared [INFO:0010EBC1] ('At last, my blade is returned to its full glory.' in GRUP Topic Children of DA08SharedInfos [DIAL:0010EBB5]);;;;
1108928;DA08SharedInfos [DIAL:0010EBB5];;DA08MephalaGratsShared4 [INFO:0010EBC0] ('Ah, the blood of deceit is a nourishing flow.' in GRUP Topic Children of DA08SharedInfos [DIAL:0010EBB5]);;;;
1108927;DA08SharedInfos [DIAL:0010EBB5];;DA08MephalaGratsShared3 [INFO:0010EBBF] ('Their tears shine the ebony to a sharpest gleam.' in GRUP Topic Children of DA08SharedInfos [DIAL:0010EBB5]);;;;
1108926;DA08SharedInfos [DIAL:0010EBB5];;DA08MephalaGratsShared2 [INFO:0010EBBE] ('I can feel their heartbreak swelling in my blade.' in GRUP Topic Children of DA08SharedInfos [DIAL:0010EBB5]);;;;
1108925;DA08SharedInfos [DIAL:0010EBB5];;DA08MephalaGratsShared1 [INFO:0010EBBD] ('Excellent work, child.' in GRUP Topic Children of DA08SharedInfos [DIAL:0010EBB5]);;;;
1108917;;DA08SharedInfos [DIAL:0010EBB5];;;DA08 "The Whispering Door" [QUST:0004A37B];;
1108936;DA08WhisperingDoorHeyWhat "What could the boy not do?" [DIAL:0010EBB4];;[INFO:0010EBC8] ('The boy is good at sussing out secrets, but the corruptibility of children is ultimately too limited for my purposes.' in GRUP Topic Children of DA08WhisperingDoorHeyWhat "What could the boy not do?" [DIAL:0010EBB4]);;;;
1108916;;DA08WhisperingDoorHeyWhat "What could the boy not do?" [DIAL:0010EBB4];;What could the boy not do?;DA08 "The Whispering Door" [QUST:0004A37B];;
1108934;DA08WhisperingDoorNowTellMe "Who are you to expect anything?" [DIAL:0010EBB3];;[INFO:0010EBC6] ('I forgive your not knowing my name. Few can hear my whispers anymore.' in GRUP Topic Children of DA08WhisperingDoorNowTellMe "Who are you to expect anything?" [DIAL:0010EBB3]);;;;
1108915;;DA08WhisperingDoorNowTellMe "Who are you to expect anything?" [DIAL:0010EBB3];;Who are you to expect anything?;DA08 "The Whispering Door" [QUST:0004A37B];;
1108932;DA08WhisperingDoorNoWay "I'm not so easily molded." [DIAL:0010EBB2];;[INFO:0010EBC4] ('You may think so. But in the end, you mortals will always flit like fire with the winds of your desires and conveniences.' in GRUP Topic Children of DA08WhisperingDoorNoWay "I'm not so easily molded." [DIAL:0010EBB2]);;;;
1108914;;DA08WhisperingDoorNoWay "I'm not so easily molded." [DIAL:0010EBB2];;I'm not so easily molded.;DA08 "The Whispering Door" [QUST:0004A37B];;
1108930;DA08WhisperingDoorIllNeverJoinYou "I don't want to help you." [DIAL:0010EBB1];;[INFO:0010EBC2] ('Suit yourself. But those who listen at doors always wonder what is beyond them.' in GRUP Topic Children of DA08WhisperingDoorIllNeverJoinYou "I don't want to help you." [DIAL:0010EBB1]);;;;
1108913;;DA08WhisperingDoorIllNeverJoinYou "I don't want to help you." [DIAL:0010EBB1];;I don't want to help you.;DA08 "The Whispering Door" [QUST:0004A37B];;
1106640;MQ101FriendPickpocketSayTopic [DIAL:0010E2CF];;[INFO:0010E2D0] (in GRUP Topic Children of MQ101FriendPickpocketSayTopic [DIAL:0010E2CF]);;;;
1106639;;MQ101FriendPickpocketSayTopic [DIAL:0010E2CF];;;MQ101 "Unbound" [QUST:0003372B];;
1104238;CWFinaleHello [DIAL:0010D96D];;[INFO:0010D96E] (in GRUP Topic Children of CWFinaleHello [DIAL:0010D96D]);;;;
1104237;;CWFinaleHello [DIAL:0010D96D];;;CWFinale [QUST:000D1444];;
1101509;;MQArngeirOnlyFourTopic [DIAL:0010CEC5];;;MQ00 "MQ Always On" [QUST:0001C5D9];;
1099377;[DIAL:0010C66D];;[INFO:0010C671] (in GRUP Topic Children of [DIAL:0010C66D]);;;;
1099373;;[DIAL:0010C66D];;;BardSongsInstrumental [QUST:0006E53F];;
1099375;[DIAL:0010C66C];;[INFO:0010C66F] (in GRUP Topic Children of [DIAL:0010C66C]);;;;
1099372;;[DIAL:0010C66C];;;BardSongsInstrumental [QUST:0006E53F];;
1099385;[DIAL:0010C66B];;[INFO:0010C679] (in GRUP Topic Children of [DIAL:0010C66B]);;;;
1099371;;[DIAL:0010C66B];;;BardSongsInstrumental [QUST:0006E53F];;
1099383;[DIAL:0010C66A];;[INFO:0010C677] (in GRUP Topic Children of [DIAL:0010C66A]);;;;
1099370;;[DIAL:0010C66A];;;BardSongsInstrumental [QUST:0006E53F];;
1099382;[DIAL:0010C669];;[INFO:0010C676] (in GRUP Topic Children of [DIAL:0010C669]);;;;
1099369;;[DIAL:0010C669];;;BardSongsInstrumental [QUST:0006E53F];;
1099381;[DIAL:0010C668];;[INFO:0010C675] (in GRUP Topic Children of [DIAL:0010C668]);;;;
1099368;;[DIAL:0010C668];;;BardSongsInstrumental [QUST:0006E53F];;
1099380;[DIAL:0010C667];;[INFO:0010C674] (in GRUP Topic Children of [DIAL:0010C667]);;;;
1099367;;[DIAL:0010C667];;;BardSongsInstrumental [QUST:0006E53F];;
1099379;[DIAL:0010C666];;[INFO:0010C673] (in GRUP Topic Children of [DIAL:0010C666]);;;;
1099366;;[DIAL:0010C666];;;BardSongsInstrumental [QUST:0006E53F];;
1099378;[DIAL:0010C665];;[INFO:0010C672] (in GRUP Topic Children of [DIAL:0010C665]);;;;
1099365;;[DIAL:0010C665];;;BardSongsInstrumental [QUST:0006E53F];;
1099376;[DIAL:0010C664];;[INFO:0010C670] (in GRUP Topic Children of [DIAL:0010C664]);;;;
1099364;;[DIAL:0010C664];;;BardSongsInstrumental [QUST:0006E53F];;
1099374;[DIAL:0010C663];;[INFO:0010C66E] (in GRUP Topic Children of [DIAL:0010C663]);;;;
1099363;;[DIAL:0010C663];;;BardSongsInstrumental [QUST:0006E53F];;
1099384;[DIAL:0010C662];;[INFO:0010C678] (in GRUP Topic Children of [DIAL:0010C662]);;;;
1099362;;[DIAL:0010C662];;;BardSongsInstrumental [QUST:0006E53F];;
1099011;[DIAL:0010C4FD];;[INFO:0010C503] ([R][RE] in GRUP Topic Children of [DIAL:0010C4FD]);;;;
1099010;[DIAL:0010C4FD];;[INFO:0010C502] ([R] in GRUP Topic Children of [DIAL:0010C4FD]);;;;
1099009;[DIAL:0010C4FD];;[INFO:0010C501] ([R] in GRUP Topic Children of [DIAL:0010C4FD]);;;;
1099005;;[DIAL:0010C4FD];;;MQ101 "Unbound" [QUST:0003372B];;
1099008;[DIAL:0010C4FC];;[INFO:0010C500] ([R][RE] in GRUP Topic Children of [DIAL:0010C4FC]);;;;
1099007;[DIAL:0010C4FC];;[INFO:0010C4FF] ([R] in GRUP Topic Children of [DIAL:0010C4FC]);;;;
1099006;[DIAL:0010C4FC];;[INFO:0010C4FE] ([R] in GRUP Topic Children of [DIAL:0010C4FC]);;;;
1099004;;[DIAL:0010C4FC];;;MQ101 "Unbound" [QUST:0003372B];;
445672;[DIAL:0010C446];;[INFO:0006CCE8] ('That one right there, walking out the door. He was one of them asking about that old man you're looking for.' in GRUP Topic Children of [DIAL:0010C446]);;;;
1098822;;[DIAL:0010C446];;;MQ202 "A Cornered Rat" [QUST:00036191];;
1093890;[DIAL:0010B0F9];;[INFO:0010B102] (in GRUP Topic Children of [DIAL:0010B0F9]);;;;
1093889;[DIAL:0010B0F9];;[INFO:0010B101] (in GRUP Topic Children of [DIAL:0010B0F9]);;;;
1093888;[DIAL:0010B0F9];;[INFO:0010B100] (in GRUP Topic Children of [DIAL:0010B0F9]);;;;
1093881;;[DIAL:0010B0F9];;;BardSongsInstrumental [QUST:0006E53F];;
1093884;[DIAL:0010B0F8];;[INFO:0010B0FC] (in GRUP Topic Children of [DIAL:0010B0F8]);;;;
1093883;[DIAL:0010B0F8];;[INFO:0010B0FB] (in GRUP Topic Children of [DIAL:0010B0F8]);;;;
1093882;[DIAL:0010B0F8];;[INFO:0010B0FA] (in GRUP Topic Children of [DIAL:0010B0F8]);;;;
1093880;;[DIAL:0010B0F8];;;BardSongsInstrumental [QUST:0006E53F];;
1093901;[DIAL:0010B0F7];;[INFO:0010B10D] (in GRUP Topic Children of [DIAL:0010B0F7]);;;;
1093900;[DIAL:0010B0F7];;[INFO:0010B10C] (in GRUP Topic Children of [DIAL:0010B0F7]);;;;
1093899;[DIAL:0010B0F7];;[INFO:0010B10B] (in GRUP Topic Children of [DIAL:0010B0F7]);;;;
1093879;;[DIAL:0010B0F7];;;BardSongsInstrumental [QUST:0006E53F];;
1093887;[DIAL:0010B0F6];;[INFO:0010B0FF] (in GRUP Topic Children of [DIAL:0010B0F6]);;;;
1093886;[DIAL:0010B0F6];;[INFO:0010B0FE] (in GRUP Topic Children of [DIAL:0010B0F6]);;;;
1093885;[DIAL:0010B0F6];;[INFO:0010B0FD] (in GRUP Topic Children of [DIAL:0010B0F6]);;;;
1093878;;[DIAL:0010B0F6];;;BardSongsInstrumental [QUST:0006E53F];;
1093898;[DIAL:0010B0F5];;[INFO:0010B10A] (in GRUP Topic Children of [DIAL:0010B0F5]);;;;
1093897;[DIAL:0010B0F5];;[INFO:0010B109] (in GRUP Topic Children of [DIAL:0010B0F5]);;;;
1093896;[DIAL:0010B0F5];;[INFO:0010B108] (in GRUP Topic Children of [DIAL:0010B0F5]);;;;
1093895;[DIAL:0010B0F5];;[INFO:0010B107] (in GRUP Topic Children of [DIAL:0010B0F5]);;;;
1093877;;[DIAL:0010B0F5];;;BardSongsInstrumental [QUST:0006E53F];;
1093894;[DIAL:0010B0F4];;[INFO:0010B106] (in GRUP Topic Children of [DIAL:0010B0F4]);;;;
1093893;[DIAL:0010B0F4];;[INFO:0010B105] (in GRUP Topic Children of [DIAL:0010B0F4]);;;;
1093892;[DIAL:0010B0F4];;[INFO:0010B104] (in GRUP Topic Children of [DIAL:0010B0F4]);;;;
1093891;[DIAL:0010B0F4];;[INFO:0010B103] (in GRUP Topic Children of [DIAL:0010B0F4]);;;;
1093876;;[DIAL:0010B0F4];;;BardSongsInstrumental [QUST:0006E53F];;
1093730;[DIAL:0010B04A];;[INFO:0010B062] (in GRUP Topic Children of [DIAL:0010B04A]);;;;
1093729;[DIAL:0010B04A];;[INFO:0010B061] (in GRUP Topic Children of [DIAL:0010B04A]);;;;
1093728;[DIAL:0010B04A];;[INFO:0010B060] (in GRUP Topic Children of [DIAL:0010B04A]);;;;
1093727;[DIAL:0010B04A];;[INFO:0010B05F] (in GRUP Topic Children of [DIAL:0010B04A]);;;;
1093726;[DIAL:0010B04A];;[INFO:0010B05E] (in GRUP Topic Children of [DIAL:0010B04A]);;;;
1093725;[DIAL:0010B04A];;[INFO:0010B05D] (in GRUP Topic Children of [DIAL:0010B04A]);;;;
1093706;;[DIAL:0010B04A];;;BardSongsInstrumental [QUST:0006E53F];;
1093717;[DIAL:0010B049];;[INFO:0010B055] (in GRUP Topic Children of [DIAL:0010B049]);;;;
1093705;;[DIAL:0010B049];;;BardSongsInstrumental [QUST:0006E53F];;
1093716;[DIAL:0010B048];;[INFO:0010B054] (in GRUP Topic Children of [DIAL:0010B048]);;;;
1093704;;[DIAL:0010B048];;;BardSongsInstrumental [QUST:0006E53F];;
1093715;[DIAL:0010B047];;[INFO:0010B053] (in GRUP Topic Children of [DIAL:0010B047]);;;;
1093703;;[DIAL:0010B047];;;BardSongsInstrumental [QUST:0006E53F];;
1093714;[DIAL:0010B046];;[INFO:0010B052] (in GRUP Topic Children of [DIAL:0010B046]);;;;
1093702;;[DIAL:0010B046];;;BardSongsInstrumental [QUST:0006E53F];;
1093712;[DIAL:0010B045];;[INFO:0010B050] (in GRUP Topic Children of [DIAL:0010B045]);;;;
1093701;;[DIAL:0010B045];;;BardSongsInstrumental [QUST:0006E53F];;
1093710;[DIAL:0010B044];;[INFO:0010B04E] (in GRUP Topic Children of [DIAL:0010B044]);;;;
1093700;;[DIAL:0010B044];;;BardSongsInstrumental [QUST:0006E53F];;
1093724;[DIAL:0010B043];;[INFO:0010B05C] (in GRUP Topic Children of [DIAL:0010B043]);;;;
1093723;[DIAL:0010B043];;[INFO:0010B05B] (in GRUP Topic Children of [DIAL:0010B043]);;;;
1093722;[DIAL:0010B043];;[INFO:0010B05A] (in GRUP Topic Children of [DIAL:0010B043]);;;;
1093721;[DIAL:0010B043];;[INFO:0010B059] (in GRUP Topic Children of [DIAL:0010B043]);;;;
1093720;[DIAL:0010B043];;[INFO:0010B058] (in GRUP Topic Children of [DIAL:0010B043]);;;;
1093719;[DIAL:0010B043];;[INFO:0010B057] (in GRUP Topic Children of [DIAL:0010B043]);;;;
1093699;;[DIAL:0010B043];;;BardSongsInstrumental [QUST:0006E53F];;
1093713;[DIAL:0010B042];;[INFO:0010B051] (in GRUP Topic Children of [DIAL:0010B042]);;;;
1093698;;[DIAL:0010B042];;;BardSongsInstrumental [QUST:0006E53F];;
1093711;[DIAL:0010B041];;[INFO:0010B04F] (in GRUP Topic Children of [DIAL:0010B041]);;;;
1093697;;[DIAL:0010B041];;;BardSongsInstrumental [QUST:0006E53F];;
1093709;[DIAL:0010B040];;[INFO:0010B04D] (in GRUP Topic Children of [DIAL:0010B040]);;;;
1093696;;[DIAL:0010B040];;;BardSongsInstrumental [QUST:0006E53F];;
1093708;[DIAL:0010B03F];;[INFO:0010B04C] (in GRUP Topic Children of [DIAL:0010B03F]);;;;
1093695;;[DIAL:0010B03F];;;BardSongsInstrumental [QUST:0006E53F];;
1093707;[DIAL:0010B03E];;[INFO:0010B04B] (in GRUP Topic Children of [DIAL:0010B03E]);;;;
1093694;;[DIAL:0010B03E];;;BardSongsInstrumental [QUST:0006E53F];;
1093718;[DIAL:0010B03D];;[INFO:0010B056] (in GRUP Topic Children of [DIAL:0010B03D]);;;;
1093693;;[DIAL:0010B03D];;;BardSongsInstrumental [QUST:0006E53F];;
1092189;[DIAL:0010AA5A];;[INFO:0010AA5D] (in GRUP Topic Children of [DIAL:0010AA5A]);;;;
1092186;;[DIAL:0010AA5A];;;CreatureDialogueChicken "CreatureDialogueChicken" [QUST:0010AA5E];;
1092188;[DIAL:0010AA59];;[INFO:0010AA5C] (in GRUP Topic Children of [DIAL:0010AA59]);;;;
1092185;;[DIAL:0010AA59];;;CreatureDialogueChicken "CreatureDialogueChicken" [QUST:0010AA5E];;
1092187;[DIAL:0010AA58];;[INFO:0010AA5B] (in GRUP Topic Children of [DIAL:0010AA58]);;;;
1092184;;[DIAL:0010AA58];;;CreatureDialogueChicken "CreatureDialogueChicken" [QUST:0010AA5E];;
1092120;C00EorlundPostQuestlineBranchTopic [DIAL:0010AA17];;[INFO:0010AA18] ('You know, since Kodlak's funeral the Skyforge feels more... awake.' in GRUP Topic Children of C00EorlundPostQuestlineBranchTopic [DIAL:0010AA17]);;;TIF__0010AA18;
1092119;;C00EorlundPostQuestlineBranchTopic [DIAL:0010AA17];;;C00 "Take Up Arms" [QUST:0004B2D9];;
1089926;[DIAL:0010A182];;[INFO:0010A186] ([R][RE]'This way, friend! Move!' in GRUP Topic Children of [DIAL:0010A182]);;;;
1089925;[DIAL:0010A182];;[INFO:0010A185] ([R]'With me, up the tower!' in GRUP Topic Children of [DIAL:0010A182]);;;;
1089924;[DIAL:0010A182];;[INFO:0010A184] ([R]'Let's go!' in GRUP Topic Children of [DIAL:0010A182]);;;;
1089922;;[DIAL:0010A182];;;MQ101DragonAttack [QUST:000D0593];;
1089923;[DIAL:0010A181];;[INFO:0010A183] ('We just need to move some of these rocks to clear the way!' in GRUP Topic Children of [DIAL:0010A181]);;;;
1089921;;[DIAL:0010A181];;;MQ101DragonAttack [QUST:000D0593];;
1089934;[DIAL:0010A180];;[INFO:0010A18E] ([R] in GRUP Topic Children of [DIAL:0010A180]);;;;
1089933;[DIAL:0010A180];;[INFO:0010A18D] ([R] in GRUP Topic Children of [DIAL:0010A180]);;;;
1089932;[DIAL:0010A180];;[INFO:0010A18C] ([R] in GRUP Topic Children of [DIAL:0010A180]);;;;
1089920;;[DIAL:0010A180];;;MQ101DragonAttack [QUST:000D0593];;
1089927;[DIAL:0010A17F];;[INFO:0010A187] ('Hadvar! Into the keep, soldier, we're leaving!' in GRUP Topic Children of [DIAL:0010A17F]);;;;
1089919;;[DIAL:0010A17F];;;MQ101DragonAttack [QUST:000D0593];;
1089131;DialogueWinterholdCollegeUragServicesBranchTopic "What have you got for sale?" [DIAL:00109E68];;[INFO:00109E6B] ([R][RE]'Please make sure your hands are clean before touching anything, all right?' in GRUP Topic Children of DialogueWinterholdCollegeUragServicesBranchTopic "What have you got for sale?" [DIAL:00109E68]);;;TIF__00109E6B;
1089130;DialogueWinterholdCollegeUragServicesBranchTopic "What have you got for sale?" [DIAL:00109E68];;[INFO:00109E6A] ([R]'I have a few things laying around that weren't worth adding to the collection. You may look through them.' in GRUP Topic Children of DialogueWinterholdCollegeUragServicesBranchTopic "What have you got for sale?" [DIAL:00109E68]);;;TIF__00109E6A;
1089129;DialogueWinterholdCollegeUragServicesBranchTopic "What have you got for sale?" [DIAL:00109E68];;[INFO:00109E69] ([R]'Assorted books, scrolls... I'm sure you'll find something useful.' in GRUP Topic Children of DialogueWinterholdCollegeUragServicesBranchTopic "What have you got for sale?" [DIAL:00109E68]);;;TIF__00109E69;
1089128;;DialogueWinterholdCollegeUragServicesBranchTopic "What have you got for sale?" [DIAL:00109E68];;What have you got for sale?;DialogueWinterholdCollege "Winterhold College Dialogue" [QUST:0003618F];;
1089092;[DIAL:00109E43];;[INFO:00109E44] ('Good. Let's get this over with.' in GRUP Topic Children of [DIAL:00109E43]);;;;
1089091;;[DIAL:00109E43];;;MQ101 "Unbound" [QUST:0003372B];;
1088989;DA03BarbasConvinceGreetTopic [DIAL:00109DDC];;[INFO:00109DDD] (in GRUP Topic Children of DA03BarbasConvinceGreetTopic [DIAL:00109DDC]);;;;
1088988;;DA03BarbasConvinceGreetTopic [DIAL:00109DDC];;;DA03 "A Daedra's Best Friend" [QUST:0001BFC4];;
