Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
307893;MG02ArnielInitialBranchTopic "Tolfdir sent me to help you." [DIAL:0004B2B2];;[INFO:0004B2B5] ('He what?' in GRUP Topic Children of MG02ArnielInitialBranchTopic "Tolfdir sent me to help you." [DIAL:0004B2B2]);;;;
307890;;MG02ArnielInitialBranchTopic "Tolfdir sent me to help you." [DIAL:0004B2B2];;Tolfdir sent me to help you.;MG02 "Under Saarthal" [QUST:0001F252];;
235569;MG08Stage50TandilFreeTopic [DIAL:0003982C];;[INFO:00039831] ('We knew you would succeed.' in GRUP Topic Children of MG08Stage50TandilFreeTopic [DIAL:0003982C]);;;;
235564;;MG08Stage50TandilFreeTopic [DIAL:0003982C];;;MG08 "The Eye of Magnus" [QUST:0001F258];;
235568;MG08Stage50FollowUp1 "What do we do now?" [DIAL:0003982B];;[INFO:00039830] ([G]'The Eye has grown unstable. It cannot remain here, or else it may destroy your College and this world.' in GRUP Topic Children of MG08Stage50FollowUp1 "What do we do now?" [DIAL:0003982B]);;;TIF__00039830;
235563;;MG08Stage50FollowUp1 "What do we do now?" [DIAL:0003982B];;What do we do now?;MG08 "The Eye of Magnus" [QUST:0001F258];;
819908;[DIAL:00036190];;[INFO:000C82C4] ([R]'May I help you, Arch-Mage?' in GRUP Topic Children of [DIAL:00036190]);;;;
819889;[DIAL:00036190];;[INFO:000C82B1] ([R]'Greetings, Arch-Mage.' in GRUP Topic Children of [DIAL:00036190]);;;;
819885;[DIAL:00036190];;[INFO:000C82AD] ('Are the Arch-Mage's robes as comfortable as J'zargo believes them to be?' in GRUP Topic Children of [DIAL:00036190]);;;;
819883;[DIAL:00036190];;[INFO:000C82AB] ('J'zargo had expected to be named Arch-Mage. But there is still time.' in GRUP Topic Children of [DIAL:00036190]);;;;
229068;[DIAL:00036190];;[INFO:00037ECC] ([SO]'J'zargo is pleased, and more than a little jealous, to greet the new Arch-Mage.' in GRUP Topic Children of [DIAL:00036190]);;;;
819679;[DIAL:00036190];;[INFO:000C81DF] ('I still can't believe it. You, the Arch-Mage? Never would have guessed it.' in GRUP Topic Children of [DIAL:00036190]);;;;
222746;[DIAL:00036190];;[INFO:0003661A] ('I am always available should you need me, Arch-Mage.' in GRUP Topic Children of [DIAL:00036190]);;;;
819626;[DIAL:00036190];;[INFO:000C81AA] ('Certainly nothing illicit going on here, Arch-Mage. You can be quite sure of that.' in GRUP Topic Children of [DIAL:00036190]);;;;
222742;[DIAL:00036190];;[INFO:00036616] ([SO]'The Arch-Mage triumphant! The College... Skyrim... All of Tamriel owes you a great debt!' in GRUP Topic Children of [DIAL:00036190]);;;;
819614;[DIAL:00036190];;[INFO:000C819E] ('May I just say, it's a pleasure to have you leading the College. Really.' in GRUP Topic Children of [DIAL:00036190]);;;;
819613;[DIAL:00036190];;[INFO:000C819D] ('I'm sure you've made note of who's been the most helpful during your time here, Arch-Mage.' in GRUP Topic Children of [DIAL:00036190]);;;;
819612;[DIAL:00036190];;[INFO:000C819C] ([SO]'Ancano is exactly why we're so restrictive about access to the College. We'd all have perished if it weren't for you.' in GRUP Topic Children of [DIAL:00036190]);;;;
819608;[DIAL:00036190];;[INFO:000C8198] ('And to think, Mirabelle questioned my allowing you into the College. I can just imagine the look on her face now.' in GRUP Topic Children of [DIAL:00036190]);;;;
819607;[DIAL:00036190];;[INFO:000C8197] ('Tolfdir is Master Wizard. Certainly didn't anticipate that.' in GRUP Topic Children of [DIAL:00036190]);;;;
222724;[DIAL:00036190];;[INFO:00036604] ([SO]'We all have you to thank for saving the College. Your position is well-deserved.' in GRUP Topic Children of [DIAL:00036190]);;;;
819604;[DIAL:00036190];;[INFO:000C8194] ('Arch-Mage or not, my rules about books still stand.' in GRUP Topic Children of [DIAL:00036190]);;;;
221584;;[DIAL:00036190];;;DialogueWinterholdCollege "Winterhold College Dialogue" [QUST:0003618F];;
178534;;MG03Stage60UragBranchTopic "Here are the books that went missing." [DIAL:0002B966];;Here are the books that went missing.;MG03 "Hitting the Books" [QUST:0001F253];;
177003;;MG03UragStage20InitialTopic "I need to learn about something we found in Saarthal." [DIAL:0002B36B];;I need to learn about something we found in Saarthal.;MG03 "Hitting the Books" [QUST:0001F253];;
156631;MG02SavosFollowUp [DIAL:000263D3];;[INFO:000263D7] ('Thank you for bringing this to my attention.' in GRUP Topic Children of MG02SavosFollowUp [DIAL:000263D3]);;;TIF__000263D7;
156627;;MG02SavosFollowUp [DIAL:000263D3];;;MG02 "Under Saarthal" [QUST:0001F252];;
131110;;MG01MirabelleStage30BranchTopic "I would like to join the College." [DIAL:00020026];;I would like to join the College.;MG01 "First Lessons" [QUST:0001F251];;
