Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
83890347;ccBGSSSE025_ElytraPetAcquisition_ManiaShared [DIAL:060010A8];;ccBGSSSE025_PetWhineMania03 [INFO:060010AB] ('(whine)' in GRUP Topic Children of ccBGSSSE025_ElytraPetAcquisition_ManiaShared [DIAL:060010A8]);;;;
83890346;ccBGSSSE025_ElytraPetAcquisition_ManiaShared [DIAL:060010A8];;ccBGSSSE025_PetGrumblelMania02 [INFO:060010AA] ('(grumble)' in GRUP Topic Children of ccBGSSSE025_ElytraPetAcquisition_ManiaShared [DIAL:060010A8]);;;;
83890345;ccBGSSSE025_ElytraPetAcquisition_ManiaShared [DIAL:060010A8];;ccBGSSSE025_PetSquealMania01 [INFO:060010A9] ('(squeal)' in GRUP Topic Children of ccBGSSSE025_ElytraPetAcquisition_ManiaShared [DIAL:060010A8]);;;;
83890344;;ccBGSSSE025_ElytraPetAcquisition_ManiaShared [DIAL:060010A8];;;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890343;ccBGSSSE025_ElytraMTopicV "Another bug! The bandits must have caged you too." [DIAL:060010A6];;[INFO:060010A7] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicV "Another bug! The bandits must have caged you too." [DIAL:060010A6]);;;;
83890342;;ccBGSSSE025_ElytraMTopicV "Another bug! The bandits must have caged you too." [DIAL:060010A6];;Another bug! The bandits must have caged you too.;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890341;ccBGSSSE025_ElytraMTopicW "Hey there little guy, you aren't hurt, are you?" [DIAL:060010A4];;[INFO:060010A5] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicW "Hey there little guy, you aren't hurt, are you?" [DIAL:060010A4]);;;;
83890340;;ccBGSSSE025_ElytraMTopicW "Hey there little guy, you aren't hurt, are you?" [DIAL:060010A4];;Hey there little guy, you aren't hurt, are you?;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890339;ccBGSSSE025_ElytraMTopicX "You're the second bug of your kind I've come across recently." [DIAL:060010A2];;[INFO:060010A3] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicX "You're the second bug of your kind I've come across recently." [DIAL:060010A2]);;;;
83890338;;ccBGSSSE025_ElytraMTopicX "You're the second bug of your kind I've come across recently." [DIAL:060010A2];;You're the second bug of your kind I've come across recently.;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890337;ccBGSSSE025_ElytraMTopicY "You look like another creature I found caged. It was equally repulsive." [DIAL:060010A0];;[INFO:060010A1] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicY "You look like another creature I found caged. It was equally repulsive." [DIAL:060010A0]);;;;
83890336;;ccBGSSSE025_ElytraMTopicY "You look like another creature I found caged. It was equally repulsive." [DIAL:060010A0];;You look like another creature I found caged. It was equally repulsive.;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890335;ccBGSSSE025_ElytraMTopicZ "Easy now, bug. I've killed weirder things than you, so don't bite me." [DIAL:0600109E];;[INFO:0600109F] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicZ "Easy now, bug. I've killed weirder things than you, so don't bite me." [DIAL:0600109E]);;;;
83890334;;ccBGSSSE025_ElytraMTopicZ "Easy now, bug. I've killed weirder things than you, so don't bite me." [DIAL:0600109E];;Easy now, bug. I've killed weirder things than you, so don't bite me.;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890333;ccBGSSSE025_ElytraMTopicT "Another strange bug? If I wasn't having nightmares before I will now." [DIAL:0600109C];;[INFO:0600109D] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicT "Another strange bug? If I wasn't having nightmares before I will now." [DIAL:0600109C]);;;;
83890332;;ccBGSSSE025_ElytraMTopicT "Another strange bug? If I wasn't having nightmares before I will now." [DIAL:0600109C];;Another strange bug? If I wasn't having nightmares before I will now.;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890331;ccBGSSSE025_ElytraMTopicD "You're a weird one. But still only the third strangest thing I've met this week." [DIAL:0600109A];;[INFO:0600109B] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicD "You're a weird one. But still only the third strangest thing I've met this week." [DIAL:0600109A]);;;;
83890330;;ccBGSSSE025_ElytraMTopicD "You're a weird one. But still only the third strangest thing I've met this week." [DIAL:0600109A];;You're a weird one. But still only the third strangest thing I've met this week.;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890329;ccBGSSSE025_ElytraMTopicC "Aren't you an adorable little bug! I wonder why they kept you caged." [DIAL:06001098];;[INFO:06001099] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicC "Aren't you an adorable little bug! I wonder why they kept you caged." [DIAL:06001098]);;;;
83890328;;ccBGSSSE025_ElytraMTopicC "Aren't you an adorable little bug! I wonder why they kept you caged." [DIAL:06001098];;Aren't you an adorable little bug! I wonder why they kept you caged.;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890327;ccBGSSSE025_ElytraMTopicB "Are you okay? Did they hurt you?" [DIAL:06001096];;[INFO:06001097] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicB "Are you okay? Did they hurt you?" [DIAL:06001096]);;;;
83890326;;ccBGSSSE025_ElytraMTopicB "Are you okay? Did they hurt you?" [DIAL:06001096];;Are you okay? Did they hurt you?;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890325;ccBGSSSE025_ElytraMTopicA "A bug? Did the bandits lock you up?" [DIAL:06001094];;[INFO:06001095] (in GRUP Topic Children of ccBGSSSE025_ElytraMTopicA "A bug? Did the bandits lock you up?" [DIAL:06001094]);;;;
83890324;;ccBGSSSE025_ElytraMTopicA "A bug? Did the bandits lock you up?" [DIAL:06001094];;A bug? Did the bandits lock you up?;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890323;ccBGSSSE025_ElytraPetMania_BlockTopic [DIAL:06001091];;[INFO:06001093] (in GRUP Topic Children of ccBGSSSE025_ElytraPetMania_BlockTopic [DIAL:06001091]);;;ccBGSSSE025_TIF__05035A50;
83890322;ccBGSSSE025_ElytraPetMania_BlockTopic [DIAL:06001091];;[INFO:06001092] (in GRUP Topic Children of ccBGSSSE025_ElytraPetMania_BlockTopic [DIAL:06001091]);;;ccBGSSSE025_TIF__05035A51;
83890321;;ccBGSSSE025_ElytraPetMania_BlockTopic [DIAL:06001091];;;ccBGSSSE025_ElytraPetAcquisition_Mania "My Pet Elytra (Mania)" [QUST:060010C3];;
83890320;ccBGSSSE025_ElytraTopicV "Are you okay? Those bandits must have caged you." [DIAL:0600108F];;[INFO:06001090] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicV "Are you okay? Those bandits must have caged you." [DIAL:0600108F]);;;;
83890319;;ccBGSSSE025_ElytraTopicV "Are you okay? Those bandits must have caged you." [DIAL:0600108F];;Are you okay? Those bandits must have caged you.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890318;ccBGSSSE025_ElytraTopicW "Hey there little guy, you aren't hurt, are you?" [DIAL:0600108D];;[INFO:0600108E] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicW "Hey there little guy, you aren't hurt, are you?" [DIAL:0600108D]);;;;
83890317;;ccBGSSSE025_ElytraTopicW "Hey there little guy, you aren't hurt, are you?" [DIAL:0600108D];;Hey there little guy, you aren't hurt, are you?;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890316;ccBGSSSE025_ElytraTopicX "You're the second bug of your kind I've come across recently." [DIAL:0600108B];;[INFO:0600108C] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicX "You're the second bug of your kind I've come across recently." [DIAL:0600108B]);;;;
83890315;;ccBGSSSE025_ElytraTopicX "You're the second bug of your kind I've come across recently." [DIAL:0600108B];;You're the second bug of your kind I've come across recently.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890314;ccBGSSSE025_ElytraTopicY "You look like another creature I found caged. It was equally repulsive." [DIAL:06001089];;[INFO:0600108A] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicY "You look like another creature I found caged. It was equally repulsive." [DIAL:06001089]);;;;
83890313;;ccBGSSSE025_ElytraTopicY "You look like another creature I found caged. It was equally repulsive." [DIAL:06001089];;You look like another creature I found caged. It was equally repulsive.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890312;ccBGSSSE025_ElytraTopicZ "Easy now, bug. I've killed weirder things than you, so don't bite me." [DIAL:06001087];;[INFO:06001088] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicZ "Easy now, bug. I've killed weirder things than you, so don't bite me." [DIAL:06001087]);;;;
83890311;;ccBGSSSE025_ElytraTopicZ "Easy now, bug. I've killed weirder things than you, so don't bite me." [DIAL:06001087];;Easy now, bug. I've killed weirder things than you, so don't bite me.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890310;ccBGSSSE025_ElytraPetBranch5Topic "Well, you're free. Good luck out there." [DIAL:06001085];;[INFO:06001086] ([G] in GRUP Topic Children of ccBGSSSE025_ElytraPetBranch5Topic "Well, you're free. Good luck out there." [DIAL:06001085]);;;;
83890309;;ccBGSSSE025_ElytraPetBranch5Topic "Well, you're free. Good luck out there." [DIAL:06001085];;Well, you're free. Good luck out there.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890308;ccBGSSSE025_ElytraBranch4Topic "I think you're kind of cute. Do you want to be my pet?" [DIAL:06001083];;[INFO:06001084] (in GRUP Topic Children of ccBGSSSE025_ElytraBranch4Topic "I think you're kind of cute. Do you want to be my pet?" [DIAL:06001083]);;;;
83890307;;ccBGSSSE025_ElytraBranch4Topic "I think you're kind of cute. Do you want to be my pet?" [DIAL:06001083];;I think you're kind of cute. Do you want to be my pet?;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890306;ccBGSSSE025_ElytraBranch3Topic "This is probably a bad idea, but if you want, you can follow me." [DIAL:06001081];;[INFO:06001082] (in GRUP Topic Children of ccBGSSSE025_ElytraBranch3Topic "This is probably a bad idea, but if you want, you can follow me." [DIAL:06001081]);;;;
83890305;;ccBGSSSE025_ElytraBranch3Topic "This is probably a bad idea, but if you want, you can follow me." [DIAL:06001081];;This is probably a bad idea, but if you want, you can follow me.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890304;ccBGSSSE025_ElytraPetNO "On second thought, never mind." [DIAL:0600107F];;[INFO:06001080] ([G] in GRUP Topic Children of ccBGSSSE025_ElytraPetNO "On second thought, never mind." [DIAL:0600107F]);;;;
83890303;;ccBGSSSE025_ElytraPetNO "On second thought, never mind." [DIAL:0600107F];;On second thought, never mind.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890302;ccBGSSSE025_ElytraPetYES "All right, let's go." [DIAL:0600107D];;[INFO:0600107E] ([G] in GRUP Topic Children of ccBGSSSE025_ElytraPetYES "All right, let's go." [DIAL:0600107D]);;;ccBGSSSE025_TIF__05030938;
83890301;;ccBGSSSE025_ElytraPetYES "All right, let's go." [DIAL:0600107D];;All right, let's go.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890300;ccBGSSSE025_ElytraPetBranch2Topic "It'd be cruel to leave you here. Would you like to follow me?" [DIAL:0600107B];;[INFO:0600107C] (in GRUP Topic Children of ccBGSSSE025_ElytraPetBranch2Topic "It'd be cruel to leave you here. Would you like to follow me?" [DIAL:0600107B]);;;;
83890299;;ccBGSSSE025_ElytraPetBranch2Topic "It'd be cruel to leave you here. Would you like to follow me?" [DIAL:0600107B];;It'd be cruel to leave you here. Would you like to follow me?;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890298;ccBGSSSE025_ElytraPetSharedInfo [DIAL:06001077];;ccBGSSSE025_ElytraSharedwhine [INFO:0600107A] ('(whine)' in GRUP Topic Children of ccBGSSSE025_ElytraPetSharedInfo [DIAL:06001077]);;;;
83890297;ccBGSSSE025_ElytraPetSharedInfo [DIAL:06001077];;ccBGSSSE025_ElytraSharedGrumble [INFO:06001079] ('(grumble)' in GRUP Topic Children of ccBGSSSE025_ElytraPetSharedInfo [DIAL:06001077]);;;;
83890296;ccBGSSSE025_ElytraPetSharedInfo [DIAL:06001077];;ccBGSSSE025_ElytraSharedSqueal [INFO:06001078] ('(squeal)' in GRUP Topic Children of ccBGSSSE025_ElytraPetSharedInfo [DIAL:06001077]);;;;
83890295;;ccBGSSSE025_ElytraPetSharedInfo [DIAL:06001077];;;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890294;ccBGSSSE025_ElytraPetBranch1Topic "Do you want to come with me?" [DIAL:06001075];;[INFO:06001076] (in GRUP Topic Children of ccBGSSSE025_ElytraPetBranch1Topic "Do you want to come with me?" [DIAL:06001075]);;;;
83890293;;ccBGSSSE025_ElytraPetBranch1Topic "Do you want to come with me?" [DIAL:06001075];;Do you want to come with me?;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890292;ccBGSSSE025_ElytraTopicE "Another strange bug? If I wasn't having nightmares before I will now." [DIAL:06001073];;[INFO:06001074] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicE "Another strange bug? If I wasn't having nightmares before I will now." [DIAL:06001073]);;;;
83890291;;ccBGSSSE025_ElytraTopicE "Another strange bug? If I wasn't having nightmares before I will now." [DIAL:06001073];;Another strange bug? If I wasn't having nightmares before I will now.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890290;ccBGSSSE025_ElytraTopicD "You're a weird one. But still only the third strangest thing I've met this week." [DIAL:06001071];;[INFO:06001072] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicD "You're a weird one. But still only the third strangest thing I've met this week." [DIAL:06001071]);;;;
83890289;;ccBGSSSE025_ElytraTopicD "You're a weird one. But still only the third strangest thing I've met this week." [DIAL:06001071];;You're a weird one. But still only the third strangest thing I've met this week.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890288;ccBGSSSE025_ElytraTopicC "Aren't you an adorable little bug! I wonder why they kept you caged." [DIAL:0600106F];;[INFO:06001070] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicC "Aren't you an adorable little bug! I wonder why they kept you caged." [DIAL:0600106F]);;;;
83890287;;ccBGSSSE025_ElytraTopicC "Aren't you an adorable little bug! I wonder why they kept you caged." [DIAL:0600106F];;Aren't you an adorable little bug! I wonder why they kept you caged.;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890286;ccBGSSSE025_ElytraTopicB "Are you okay? Did they hurt you?" [DIAL:0600106D];;[INFO:0600106E] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicB "Are you okay? Did they hurt you?" [DIAL:0600106D]);;;;
83890285;;ccBGSSSE025_ElytraTopicB "Are you okay? Did they hurt you?" [DIAL:0600106D];;Are you okay? Did they hurt you?;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890284;ccBGSSSE025_ElytraTopicA "A bug? Did the bandits lock you up?" [DIAL:0600106B];;[INFO:0600106C] (in GRUP Topic Children of ccBGSSSE025_ElytraTopicA "A bug? Did the bandits lock you up?" [DIAL:0600106B]);;;;
83890283;;ccBGSSSE025_ElytraTopicA "A bug? Did the bandits lock you up?" [DIAL:0600106B];;A bug? Did the bandits lock you up?;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
83890282;ccBGSSSE025_ElytraPetBranch01Topic [DIAL:06001068];;[INFO:0600106A] (in GRUP Topic Children of ccBGSSSE025_ElytraPetBranch01Topic [DIAL:06001068]);;;ccBGSSSE025_TIF__05035A4A;
83890281;ccBGSSSE025_ElytraPetBranch01Topic [DIAL:06001068];;[INFO:06001069] (in GRUP Topic Children of ccBGSSSE025_ElytraPetBranch01Topic [DIAL:06001068]);;;ccBGSSSE025_TIF__05030923;
83890280;;ccBGSSSE025_ElytraPetBranch01Topic [DIAL:06001068];;;ccBGSSSE025_ElytraPetAcquisition_Dementia "My Pet Elytra (Dementia)" [QUST:060010C0];;
