Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
16789268;PetFramework_SendPetWhiterun "Whiterun" [DIAL:01002EFE];;[INFO:01002F14] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetWhiterun "Whiterun" [DIAL:01002EFE]);;;TIF__01002F14;
16789246;;PetFramework_SendPetWhiterun "Whiterun" [DIAL:01002EFE];;Whiterun;PetFramework_ParentQuest [QUST:01002F1C];;
16789261;PetFramework_SendPetWindhelm "Windhelm" [DIAL:01002EFD];;[INFO:01002F0D] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetWindhelm "Windhelm" [DIAL:01002EFD]);;;TIF__01002F0D;
16789245;;PetFramework_SendPetWindhelm "Windhelm" [DIAL:01002EFD];;Windhelm;PetFramework_ParentQuest [QUST:01002F1C];;
16789260;PetFramework_SendPetRiften "Riften" [DIAL:01002EFC];;[INFO:01002F0C] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetRiften "Riften" [DIAL:01002EFC]);;;TIF__01002F0C;
16789244;;PetFramework_SendPetRiften "Riften" [DIAL:01002EFC];;Riften;PetFramework_ParentQuest [QUST:01002F1C];;
16789273;PetFramework_SendPetSolitude "Solitude" [DIAL:01002EFB];;[INFO:01002F19] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetSolitude "Solitude" [DIAL:01002EFB]);;;TIF__01002F19;
16789243;;PetFramework_SendPetSolitude "Solitude" [DIAL:01002EFB];;Solitude;PetFramework_ParentQuest [QUST:01002F1C];;
16789264;PetFramework_SendPetWinterhold "Winterhold" [DIAL:01002EFA];;[INFO:01002F10] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetWinterhold "Winterhold" [DIAL:01002EFA]);;;TIF__01002F10;
16789242;;PetFramework_SendPetWinterhold "Winterhold" [DIAL:01002EFA];;Winterhold;PetFramework_ParentQuest [QUST:01002F1C];;
16789269;PetFramework_SendPetMarkarth "Markarth" [DIAL:01002EF9];;[INFO:01002F15] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetMarkarth "Markarth" [DIAL:01002EF9]);;;TIF__01002F15;
16789241;;PetFramework_SendPetMarkarth "Markarth" [DIAL:01002EF9];;Markarth;PetFramework_ParentQuest [QUST:01002F1C];;
16789251;PetFramework_SendPetDawnstar "Dawnstar" [DIAL:01002EF8];;[INFO:01002F03] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetDawnstar "Dawnstar" [DIAL:01002EF8]);;;TIF__01002F03;
16789240;;PetFramework_SendPetDawnstar "Dawnstar" [DIAL:01002EF8];;Dawnstar;PetFramework_ParentQuest [QUST:01002F1C];;
16789253;PetFramework_SendPetFalkreath "Falkreath" [DIAL:01002EF7];;[INFO:01002F05] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetFalkreath "Falkreath" [DIAL:01002EF7]);;;TIF__01002F05;
16789239;;PetFramework_SendPetFalkreath "Falkreath" [DIAL:01002EF7];;Falkreath;PetFramework_ParentQuest [QUST:01002F1C];;
16789271;PetFramework_SendPetBreezhome "Breezehome" [DIAL:01002EF6];;[INFO:01002F17] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetBreezhome "Breezehome" [DIAL:01002EF6]);;;TIF__01002F17;
16789238;;PetFramework_SendPetBreezhome "Breezehome" [DIAL:01002EF6];;Breezehome;PetFramework_ParentQuest [QUST:01002F1C];;
16789265;PetFramework_SendPetHeljarchen "Heljarchen Hall" [DIAL:01002EF5];;[INFO:01002F11] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetHeljarchen "Heljarchen Hall" [DIAL:01002EF5]);;;TIF__01002F11;
16789237;;PetFramework_SendPetHeljarchen "Heljarchen Hall" [DIAL:01002EF5];;Heljarchen Hall;PetFramework_ParentQuest [QUST:01002F1C];;
16789270;PetFramework_SendPetHoneyside "Honeyside" [DIAL:01002EF4];;[INFO:01002F16] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetHoneyside "Honeyside" [DIAL:01002EF4]);;;TIF__01002F16;
16789236;;PetFramework_SendPetHoneyside "Honeyside" [DIAL:01002EF4];;Honeyside;PetFramework_ParentQuest [QUST:01002F1C];;
16789255;PetFramework_SendPetLakeview "Lakeview Manor" [DIAL:01002EF3];;[INFO:01002F07] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetLakeview "Lakeview Manor" [DIAL:01002EF3]);;;TIF__01002F07;
16789235;;PetFramework_SendPetLakeview "Lakeview Manor" [DIAL:01002EF3];;Lakeview Manor;PetFramework_ParentQuest [QUST:01002F1C];;
16789272;PetFramework_SendPetProudspire "Proudspire Manor" [DIAL:01002EF2];;[INFO:01002F18] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetProudspire "Proudspire Manor" [DIAL:01002EF2]);;;TIF__01002F18;
16789234;;PetFramework_SendPetProudspire "Proudspire Manor" [DIAL:01002EF2];;Proudspire Manor;PetFramework_ParentQuest [QUST:01002F1C];;
16789267;PetFramework_SendPetDLC2Severin "Severin Manor" [DIAL:01002EF1];;[INFO:01002F13] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetDLC2Severin "Severin Manor" [DIAL:01002EF1]);;;TIF__01002F13;
16789233;;PetFramework_SendPetDLC2Severin "Severin Manor" [DIAL:01002EF1];;Severin Manor;PetFramework_ParentQuest [QUST:01002F1C];;
16789263;PetFramework_SendPetVilendral "Vlindrel Hall" [DIAL:01002EF0];;[INFO:01002F0F] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetVilendral "Vlindrel Hall" [DIAL:01002EF0]);;;TIF__01002F0F;
16789232;;PetFramework_SendPetVilendral "Vlindrel Hall" [DIAL:01002EF0];;Vlindrel Hall;PetFramework_ParentQuest [QUST:01002F1C];;
16789256;PetFramework_SendPetWindstad "Windstad Manor" [DIAL:01002EEF];;[INFO:01002F08] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetWindstad "Windstad Manor" [DIAL:01002EEF]);;;TIF__01002F08;
16789231;;PetFramework_SendPetWindstad "Windstad Manor" [DIAL:01002EEF];;Windstad Manor;PetFramework_ParentQuest [QUST:01002F1C];;
16789266;PetFramework_SendPetHjerim "Hjerim" [DIAL:01002EEE];;[INFO:01002F12] ([G]'(grumble)' in GRUP Topic Children of PetFramework_SendPetHjerim "Hjerim" [DIAL:01002EEE]);;;TIF__01002F12;
16789230;;PetFramework_SendPetHjerim "Hjerim" [DIAL:01002EEE];;Hjerim;PetFramework_ParentQuest [QUST:01002F1C];;
16789259;PetFramework_BranchWaitTopic "Wait here." [DIAL:01002EED];;[INFO:01002F0B] ([G]'(grumble)' in GRUP Topic Children of PetFramework_BranchWaitTopic "Wait here." [DIAL:01002EED]);;;TIF__01002F0B;
16789229;;PetFramework_BranchWaitTopic "Wait here." [DIAL:01002EED];;Wait here.;PetFramework_ParentQuest [QUST:01002F1C];;
16789257;PetFramework_InventoryTopic "I need you to carry something..." [DIAL:01002EEC];;[INFO:01002F09] ([G]'(grumble)' in GRUP Topic Children of PetFramework_InventoryTopic "I need you to carry something..." [DIAL:01002EEC]);;;TIF__01002F09;
16789228;;PetFramework_InventoryTopic "I need you to carry something..." [DIAL:01002EEC];;I need you to carry something...;PetFramework_ParentQuest [QUST:01002F1C];;
16789252;PetFramework_BranchHomeCurrLocTopic "Stay here. This is your new home." [DIAL:01002EEB];;[INFO:01002F04] ([G]'(grumble)' in GRUP Topic Children of PetFramework_BranchHomeCurrLocTopic "Stay here. This is your new home." [DIAL:01002EEB]);;;TIF__01002F04;
16789227;;PetFramework_BranchHomeCurrLocTopic "Stay here. This is your new home." [DIAL:01002EEB];;Stay here. This is your new home.;PetFramework_ParentQuest [QUST:01002F1C];;
16789258;PetFramework_BranchWaitResumeTopic "Come with me!" [DIAL:01002EEA];;[INFO:01002F0A] ([G]'(squeal)' in GRUP Topic Children of PetFramework_BranchWaitResumeTopic "Come with me!" [DIAL:01002EEA]);;;TIF__01002F0A;
16789226;;PetFramework_BranchWaitResumeTopic "Come with me!" [DIAL:01002EEA];;Come with me!;PetFramework_ParentQuest [QUST:01002F1C];;
1012332;DecorateWindhelmKillerClutter "Clean up that murderer's mess. (<Global=HDWindhelmKiller> gold)" [DIAL:000F726A];;[INFO:000F726C] (in GRUP Topic Children of DecorateWindhelmKillerClutter "Clean up that murderer's mess. (<Global=HDWindhelmKiller> gold)" [DIAL:000F726A]);;;TIF__000F726C;
1012331;DecorateWindhelmKillerClutter "Clean up that murderer's mess. (<Global=HDWindhelmKiller> gold)" [DIAL:000F726A];;[INFO:000F726B] (in GRUP Topic Children of DecorateWindhelmKillerClutter "Clean up that murderer's mess. (<Global=HDWindhelmKiller> gold)" [DIAL:000F726A]);;;;
1012330;;DecorateWindhelmKillerClutter "Clean up that murderer's mess. (<Global=HDWindhelmKiller> gold)" [DIAL:000F726A];;Clean up that murderer's mess. (<Global=HDWindhelmKiller> gold);HousePurchase [QUST:000A7B33];;
711212;OffersTrainingTopic "I'd like training in Alchemy." [DIAL:000E3A35];;[INFO:000ADA2C] ('Use it right, and you won't feel a thing.' in GRUP Topic Children of OffersTrainingTopic "I'd like training in Alchemy." [DIAL:000E3A35]);;;TIF__000ADA2C;Can you train me to better use Heavy Armor?
932405;;OffersTrainingTopic "I'd like training in Alchemy." [DIAL:000E3A35];;I'd like training in Alchemy.;DialogueTrainers [QUST:000E3A7C];;
799881;CW00BUlfricForcegreetTopic [DIAL:000E1ABD];;[INFO:000C3489] ([SO]'I remember you... You were at Helgen with us! Come to join the war? Speak with Galmar. He handles the new recruits.' in GRUP Topic Children of CW00BUlfricForcegreetTopic [DIAL:000E1ABD]);;;TIF__000C3489;
924349;;CW00BUlfricForcegreetTopic [DIAL:000E1ABD];;;CW00B "Stormcloak Introductions" [QUST:000E1B5A];;
934063;CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228];;[INFO:000E40AF] ([G]'Ah yes.' in GRUP Topic Children of CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228]);;;TIF__000E40AF;About that message from the Jarl...
934062;CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228];;[INFO:000E40AE] ([G]'We can talk about that once this dragon is dealt with.' in GRUP Topic Children of CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228]);;;;About that message from Ulfric...
934061;CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228];;[INFO:000E40AD] ('Did he now? The man is persistent, I'll give him that.' in GRUP Topic Children of CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228]);;;;Jarl Ulfric Stormcloak asked me to deliver this axe to you.
893532;CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228];;[INFO:000DA25C] ([G]'Ah yes. I've studied those documents... Very interesting...' in GRUP Topic Children of CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228]);;;TIF__000DA25C;About that message from the General...
893531;CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228];;[INFO:000DA25B] ([G]'We can talk about that once this dragon is dealt with.' in GRUP Topic Children of CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228]);;;;About that message from the General...
893530;CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228];;[INFO:000DA25A] ('No doubt requesting to garrison his men in my castle. How many times must I deny him?' in GRUP Topic Children of CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228]);;;;I have an important message from General Tullius.
893480;;CW03BalgruufTopic "I have an important message for you." [DIAL:000DA228];;I have an important message for you.;CW03 "Message to Whiterun" [QUST:000D661C];;
934056;CW03BalgruufAxeTopic "You have a task for me?" [DIAL:000DA20A];;[INFO:000E40A8] ([G]'You can return this axe to our friend. The esteemed Jarl of Windhelm has my answer. Make sure he gets it.' in GRUP Topic Children of CW03BalgruufAxeTopic "You have a task for me?" [DIAL:000DA20A]);;;TIF__000E40A8;
893506;CW03BalgruufAxeTopic "You have a task for me?" [DIAL:000DA20A];;[INFO:000DA242] ('Deliver this axe to Ulfric Stormcloak.' in GRUP Topic Children of CW03BalgruufAxeTopic "You have a task for me?" [DIAL:000DA20A]);;;TIF__000DA242;
799879;CW03BalgruufAxeTopic "You have a task for me?" [DIAL:000DA20A];;[INFO:000C3487] ([SO]'I've made up my mind, even if my advisors are still squabbling. I'm sending you to Windhelm.' in GRUP Topic Children of CW03BalgruufAxeTopic "You have a task for me?" [DIAL:000DA20A]);;;;
893450;;CW03BalgruufAxeTopic "You have a task for me?" [DIAL:000DA20A];;You have a task for me?;CW03 "Message to Whiterun" [QUST:000D661C];;
889817;BardsCollegeFluteEndTopic "I recovered your flute." [DIAL:000D93D2];;[INFO:000D93D9] ([SO]'That's it! Wonderful! I knew I could count on you.' in GRUP Topic Children of BardsCollegeFluteEndTopic "I recovered your flute." [DIAL:000D93D2]);;;TIF__000D93D9;
889810;;BardsCollegeFluteEndTopic "I recovered your flute." [DIAL:000D93D2];;I recovered your flute.;BardsCollegeFlute "Pantea's Flute" [QUST:000D9431];;
799883;CW00TulliusForcegreetTopic "Hello." [DIAL:000D5116];;[INFO:000C348B] ([SO]'I remember you, you were at Helgen. Speak to Legate Rikke. I suspect we could use someone like you.' in GRUP Topic Children of CW00TulliusForcegreetTopic "Hello." [DIAL:000D5116]);;;TIF__000C348B;
872726;;CW00TulliusForcegreetTopic "Hello." [DIAL:000D5116];;Hello.;CW00A "Imperial Introductions" [QUST:000D3C5F];;
832106;[DIAL:000CB268];;[INFO:000CB26A] ([R]'Begone from here! Get out of this orphanage! Help!Somebody help me!' in GRUP Topic Children of [DIAL:000CB268]);;;;
832105;[DIAL:000CB268];;[INFO:000CB269] ([R]'Just... leave here! Leave us alone!' in GRUP Topic Children of [DIAL:000CB268]);;;;
832104;;[DIAL:000CB268];;;DialogueRiften "Riften Dialogue" [QUST:000368D8];;
827157;DB09GiannaRaceKhajiitTopic [DIAL:000C9F14];;[INFO:000C9F15] ('Oh, well, it's just... I never imagined the Gourmet was a Khajiit. You know, because of all the fur, and the potential for getting hair in the...' in GRUP Topic Children of DB09GiannaRaceKhajiitTopic [DIAL:000C9F14]);;;;Yes?
827156;;DB09GiannaRaceKhajiitTopic [DIAL:000C9F14];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
760132;DCETAttack "DCETAttack" [DIAL:000B876A];;[INFO:000B9944] ([R][RE]'Aggh!' in GRUP Topic Children of DCETAttack "DCETAttack" [DIAL:000B876A]);;;;
760108;DCETAttack "DCETAttack" [DIAL:000B876A];;[INFO:000B992C] ([R]'Rragh!' in GRUP Topic Children of DCETAttack "DCETAttack" [DIAL:000B876A]);;;;
755562;;DCETAttack "DCETAttack" [DIAL:000B876A];;DCETAttack;DialogueCombatEncounterTypes "Encounter Combat Dialogue" [QUST:000B8774];;
706898;PerkInvestorBranch1Topic1 "I'd like to make an investment in your business." [DIAL:000ABD89];;[INFO:000AC952] (in GRUP Topic Children of PerkInvestorBranch1Topic1 "I'd like to make an investment in your business." [DIAL:000ABD89]);;;;
706897;PerkInvestorBranch1Topic1 "I'd like to make an investment in your business." [DIAL:000ABD89];;[INFO:000AC951] (in GRUP Topic Children of PerkInvestorBranch1Topic1 "I'd like to make an investment in your business." [DIAL:000ABD89]);;;;
703881;;PerkInvestorBranch1Topic1 "I'd like to make an investment in your business." [DIAL:000ABD89];;I'd like to make an investment in your business.;PerkInvestor [QUST:000ABD94];;
706910;PerkInvestorReply2 "Let's see what you can do with this. (<Global=InvestAmount> gold)" [DIAL:000ABD87];;[INFO:000AC95E] (in GRUP Topic Children of PerkInvestorReply2 "Let's see what you can do with this. (<Global=InvestAmount> gold)" [DIAL:000ABD87]);;;TIF__000AC95E;
706908;PerkInvestorReply2 "Let's see what you can do with this. (<Global=InvestAmount> gold)" [DIAL:000ABD87];;[INFO:000AC95C] (in GRUP Topic Children of PerkInvestorReply2 "Let's see what you can do with this. (<Global=InvestAmount> gold)" [DIAL:000ABD87]);;;TIF__000AC95C;
703879;;PerkInvestorReply2 "Let's see what you can do with this. (<Global=InvestAmount> gold)" [DIAL:000ABD87];;Let's see what you can do with this. (<Global=InvestAmount> gold);PerkInvestor [QUST:000ABD94];;
686878;HousePurchaseResponse1 "I'll take it." [DIAL:000A7B18];;[INFO:000A7B1E] (in GRUP Topic Children of HousePurchaseResponse1 "I'll take it." [DIAL:000A7B18]);;;TIF__000A7B1E;
686872;;HousePurchaseResponse1 "I'll take it." [DIAL:000A7B18];;I'll take it.;HousePurchase [QUST:000A7B33];;
138487;DialogueRiftenGoodbyes "DialogueRiftenGoodbyes" [DIAL:000A4027];;[INFO:00021CF7] ('Just get out of here.' in GRUP Topic Children of DialogueRiftenGoodbyes "DialogueRiftenGoodbyes" [DIAL:000A4027]);;;;
671783;;DialogueRiftenGoodbyes "DialogueRiftenGoodbyes" [DIAL:000A4027];;DialogueRiftenGoodbyes;DialogueRiften "Riften Dialogue" [QUST:000368D8];;
647175;MS06StyrrAdvice02 "And now that Potema has returned?" [DIAL:0009DFFE];;[INFO:0009E007] ('Summoned in spirit form is not raised from the dead. She'll need help before she can return to the living.' in GRUP Topic Children of MS06StyrrAdvice02 "And now that Potema has returned?" [DIAL:0009DFFE]);;;TIF__0009E007;
647166;;MS06StyrrAdvice02 "And now that Potema has returned?" [DIAL:0009DFFE];;And now that Potema has returned?;MS06 "The Wolf Queen Awakened" [QUST:00026C4D];;
647177;MS06StyrrAdvice03b "I can do that." [DIAL:0009DFFD];;[INFO:0009E009] ('Good. Being at the summoning created a connection to Potema, you are the one to do this.' in GRUP Topic Children of MS06StyrrAdvice03b "I can do that." [DIAL:0009DFFD]);;;TIF__0009E009;
647165;;MS06StyrrAdvice03b "I can do that." [DIAL:0009DFFD];;I can do that.;MS06 "The Wolf Queen Awakened" [QUST:00026C4D];;
647174;MS06StyrrAdvice04 [DIAL:0009DFFC];;[INFO:0009E006] ('As to Potema herself, find what's left of her body, likely a skeleton. Remove it from the Catacombs and bring it back to be sanctified by Arkay.' in GRUP Topic Children of MS06StyrrAdvice04 [DIAL:0009DFFC]);;;TIF__0009E006;
647164;;MS06StyrrAdvice04 [DIAL:0009DFFC];;;MS06 "The Wolf Queen Awakened" [QUST:00026C4D];;
165092;MS06StyrrHelloTopic "Falk sent me to talk to you about Potema." [DIAL:0009DFFB];;[INFO:000284E4] ('Ah Potema. Former queen of Solitude and one of the most dangerous necromancers in recorded history.' in GRUP Topic Children of MS06StyrrHelloTopic "Falk sent me to talk to you about Potema." [DIAL:0009DFFB]);;;;
647163;;MS06StyrrHelloTopic "Falk sent me to talk to you about Potema." [DIAL:0009DFFB];;Falk sent me to talk to you about Potema.;MS06 "The Wolf Queen Awakened" [QUST:00026C4D];;
642253;WhiterunOlavaTokenBranchTopic [DIAL:0009CCCA];;[INFO:0009CCCD] ('Token, you say? Let me see.' in GRUP Topic Children of WhiterunOlavaTokenBranchTopic [DIAL:0009CCCA]);;;;I have this token for you.
642250;;WhiterunOlavaTokenBranchTopic [DIAL:0009CCCA];;;DialogueWhiterun "Whiterun City Dialogue" [QUST:000270A4];;
642254;WhiterunOlavaReadingTopic1 "WhiterunOlavaReadingTopic1" [DIAL:0009CCC9];;[INFO:0009CCCE] ('Hmph. Yes. Yes, I surely can. It's not something I do lightly, mind you, and it's not as specific as you might want. But yes. I will do this for you.' in GRUP Topic Children of WhiterunOlavaReadingTopic1 "WhiterunOlavaReadingTopic1" [DIAL:0009CCC9]);;;;I was told you could see my future.
642249;;WhiterunOlavaReadingTopic1 "WhiterunOlavaReadingTopic1" [DIAL:0009CCC9];;WhiterunOlavaReadingTopic1;DialogueWhiterun "Whiterun City Dialogue" [QUST:000270A4];;
642251;WhiterunOlavaReadingTopic3 [DIAL:0009CCC7];;[INFO:0009CCCB] ([G]'No... no, that is all. Now... now please. I find myself very weary all of sudden.' in GRUP Topic Children of WhiterunOlavaReadingTopic3 [DIAL:0009CCC7]);;;TIF__0009CCCB;Is there anything else?
642247;;WhiterunOlavaReadingTopic3 [DIAL:0009CCC7];;;DialogueWhiterun "Whiterun City Dialogue" [QUST:000270A4];;
93352;DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9];;[INFO:00016CA8] ('Aventus Aretino? He only lived here for awhile. I think his mother got sick and died or something. Anyway, he's gone now. He ran away.' in GRUP Topic Children of DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9]);;;TIF__00016CA8;Who is Aventus?
93351;DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9];;[INFO:00016CA7] ('Oh, Aventus Aretino. He was sent here when his mother died, but he ran away.' in GRUP Topic Children of DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9]);;;TIF__00016CA7;Who is Aventus?
93350;DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9];;[INFO:00016CA6] ('A little boy who lived here. Aventus Aretino. He was nice, but really quiet, and sad, because his mother just died.' in GRUP Topic Children of DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9]);;;TIF__00016CA6;Who is Aventus?
93349;DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9];;[INFO:00016CA5] ('Aventus Aretino. He was sent to live here after his mother died. He escaped. And...' in GRUP Topic Children of DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9]);;;TIF__00016CA5;Who is Aventus?
572361;;DialogueRiftenHonorhallKidsBranchTopic [DIAL:0008BBC9];;;DialogueRiften "Riften Dialogue" [QUST:000368D8];;
945320;MQ302CouncilBlockingTopic [DIAL:00088728];;[INFO:000E6CA8] ([G][R]'Talking peace with Ulfric? You must be an optimist.' in GRUP Topic Children of MQ302CouncilBlockingTopic [DIAL:00088728]);;;;
945319;MQ302CouncilBlockingTopic [DIAL:00088728];;[INFO:000E6CA7] ([G]'I don't know how you convinced Ulfric to talk to the Empire. Worse than a waste of time if you ask me.' in GRUP Topic Children of MQ302CouncilBlockingTopic [DIAL:00088728]);;;;
558930;MQ302CouncilBlockingTopic [DIAL:00088728];;[INFO:00088752] ([G]'When has any good ever come from talking to the Empire?' in GRUP Topic Children of MQ302CouncilBlockingTopic [DIAL:00088728]);;;;
558929;MQ302CouncilBlockingTopic [DIAL:00088728];;[INFO:00088751] ([G]'I'll come to your council. But I doubt any good will come of it.' in GRUP Topic Children of MQ302CouncilBlockingTopic [DIAL:00088728]);;;;
558927;MQ302CouncilBlockingTopic [DIAL:00088728];;[INFO:0008874F] ([G]'Don't worry, I'll come to this peace council of yours.' in GRUP Topic Children of MQ302CouncilBlockingTopic [DIAL:00088728]);;;;
558888;;MQ302CouncilBlockingTopic [DIAL:00088728];;;MQ302 "Season Unending" [QUST:00045923];;
760056;DCETHit [DIAL:00085494];;[INFO:000B98F8] ([R][RE]'Oof!' in GRUP Topic Children of DCETHit [DIAL:00085494]);;;;
760028;DCETHit [DIAL:00085494];;[INFO:000B98DC] ([R]'Unh!' in GRUP Topic Children of DCETHit [DIAL:00085494]);;;;
